Body
Date,Weight,BMI,Fat
"2017-08-26","160.0","23.17",""
"2018-03-27","146.0","21.14",""
"2019-08-09","158.0","22.88",""
"2021-02-16","155.4","22.5",""

Activities
Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"2017-11-29","3,097","16,375","7","2","26","214","113","52","1,797"
"2017-11-30","3,450","20,219","9","0","53","259","102","87","2,150"
"2017-12-01","2,417","10,031","4","4","198","212","19","5","1,117"
"2017-12-02","3,065","12,656","5","8","145","342","58","12","1,765"
"2017-12-03","3,404","13,080","5","11","64","317","99","43","2,104"
"2017-12-04","2,691","8,138","3","21","173","227","50","8","1,391"
"2017-12-05","3,506","15,770","7","0","451","370","121","30","2,206"
"2017-12-06","3,134","8,048","3","4","0","244","55","60","1,834"
"2017-12-07","3,856","26,294","12","47","0","197","110","180","2,556"
"2017-12-08","2,689","8,165","3","1","0","306","34","1","1,389"
"2017-12-09","2,445","12,868","5","1","28","268","22","8","1,145"
"2017-12-10","2,749","9,594","4","4","0","251","39","21","1,449"
"2017-12-11","3,547","13,508","6","0","0","200","128","95","2,247"
"2017-12-12","3,113","12,210","5","2","88","249","94","41","1,813"
"2017-12-13","4,112","20,415","9","69","0","295","183","122","2,812"
"2017-12-14","3,125","12,867","5","73","92","227","102","48","1,825"
"2017-12-15","3,501","15,291","6","4","0","303","140","50","2,201"
"2017-12-16","3,275","17,313","7","3","1","432","43","10","1,975"
"2017-12-17","3,355","10,408","4","8","0","207","148","55","2,055"
"2017-12-18","3,370","14,892","6","0","6","352","113","16","2,070"
"2017-12-19","3,192","8,151","3","7","0","226","90","64","1,892"
"2017-12-20","3,427","17,813","8","5","0","337","84","55","2,127"
"2017-12-21","3,760","18,768","8","18","0","285","119","102","2,460"
"2017-12-22","3,068","12,377","5","22","108","264","68","36","1,768"
"2017-12-23","3,133","18,206","8","204","51","171","68","97","1,833"
"2017-12-24","2,416","8,453","3","26","59","189","18","25","1,116"
"2017-12-25","2,613","12,453","5","47","16","179","77","34","1,313"
"2017-12-26","3,160","13,978","6","6","89","225","63","78","1,860"
"2017-12-27","3,588","15,285","6","0","0","272","145","70","2,288"
"2017-12-28","3,863","16,594","7","1","398","303","205","60","2,563"
"2017-12-29","3,674","13,937","6","7","370","246","186","70","2,374"
"2017-12-30","4,423","20,476","9","4","0","371","274","68","3,123"
"2017-12-31","4,122","18,765","8","2","0","326","166","97","2,822"
"2018-01-01","3,496","16,888","7","5","0","345","106","48","2,196"
"2018-01-02","3,608","16,064","7","2","0","347","167","20","2,308"
"2018-01-03","3,808","18,515","8","5","0","188","137","146","2,508"
"2018-01-04","2,984","12,845","5","3","0","243","68","48","1,684"
"2018-01-05","2,566","7,843","3","3","0","196","41","25","1,266"
"2018-01-06","3,753","20,038","9","404","101","218","54","142","2,453"
"2018-01-07","3,818","21,845","9","370","0","194","90","140","2,518"
"2018-01-08","2,351","6,327","2","8","254","170","30","11","1,051"
"2018-01-09","3,534","16,653","7","20","0","288","123","62","2,234"
"2018-01-10","3,480","10,099","4","1","0","249","143","61","2,180"
"2018-01-11","3,029","12,035","5","9","48","278","69","39","1,729"
"2018-01-12","2,706","8,958","4","11","36","281","22","19","1,406"
"2018-01-13","2,348","6,351","2","5","172","242","0","0","1,048"
"2018-01-14","3,091","11,383","5","7","25","278","58","44","1,791"
"2018-01-15","3,431","15,332","7","0","0","251","125","65","2,131"
"2018-01-16","2,682","8,278","3","11","64","241","46","15","1,382"
"2018-01-17","4,153","21,854","10","4","0","228","234","119","2,853"
"2018-01-18","3,269","14,490","6","2","0","353","84","24","1,969"
"2018-01-19","3,869","18,800","8","3","0","338","190","53","2,569"
"2018-01-20","3,389","13,465","6","5","0","341","118","31","2,089"
"2018-01-21","3,523","16,735","7","8","0","339","140","39","2,223"
"2018-01-22","4,098","21,140","9","3","0","331","199","76","2,798"
"2018-01-23","2,675","11,602","5","38","214","173","48","39","1,375"
"2018-01-24","3,467","21,991","10","202","28","224","56","105","2,167"
"2018-01-25","3,104","10,046","4","2","0","295","95","10","1,804"
"2018-01-26","3,532","16,053","7","13","365","348","149","20","2,232"
"2018-01-27","4,263","23,552","10","1","342","356","192","98","2,963"
"2018-01-28","3,580","15,570","7","38","722","294","93","81","2,280"
"2018-01-29","3,636","18,656","8","9","0","249","213","43","2,336"
"2018-01-30","2,308","4,674","2","3","226","211","8","3","1,008"
"2018-01-31","2,415","6,171","2","3","224","231","12","0","1,115"
"2018-02-01","2,919","12,033","5","2","84","307","19","14","1,619"
"2018-02-02","3,142","11,813","5","13","59","208","112","42","1,842"
"2018-02-03","4,019","20,182","9","15","0","273","245","72","2,719"
"2018-02-04","3,357","18,247","8","65","447","209","104","102","2,057"
"2018-02-05","3,055","10,090","4","2","554","228","153","11","1,755"
"2018-02-06","4,096","21,705","9","20","0","258","302","48","2,796"
"2018-02-07","3,334","15,602","7","77","0","329","110","26","2,034"
"2018-02-08","3,556","16,528","7","12","455","385","123","30","2,256"
"2018-02-09","2,416","7,800","3","0","637","202","25","22","1,116"
"2018-02-10","3,644","17,250","7","36","0","262","169","64","2,344"
"2018-02-11","3,594","19,100","8","2","0","321","182","33","2,294"
"2018-02-12","3,142","12,491","5","52","40","308","81","32","1,842"
"2018-02-13","3,721","16,058","7","14","0","361","158","32","2,421"
"2018-02-14","3,104","11,044","5","4","485","296","84","36","1,804"
"2018-02-15","2,499","5,306","2","3","111","215","54","3","1,199"
"2018-02-16","3,217","11,821","5","0","0","311","97","27","1,917"
"2018-02-17","3,635","17,950","8","3","48","381","109","55","2,335"
"2018-02-18","2,407","5,640","2","4","7","209","22","9","1,107"
"2018-02-19","2,252","4,358","1","4","0","224","0","0","952"
"2018-02-20","3,962","26,194","11","6","0","142","171","179","2,662"
"2018-02-21","2,410","6,031","2","3","735","208","25","5","1,110"
"2018-02-22","2,769","12,364","5","6","657","176","72","53","1,469"
"2018-02-23","2,409","5,447","2","3","667","227","0","0","1,109"
"2018-02-24","3,096","13,981","6","60","25","233","118","31","1,796"
"2018-02-25","3,029","12,351","5","1","0","253","76","50","1,729"
"2018-02-26","3,353","12,639","5","0","81","245","164","34","2,053"
"2018-02-27","2,477","5,602","2","5","665","221","18","8","1,177"
"2018-02-28","3,150","11,670","5","30","218","232","40","27","1,850"
"2018-03-01","3,650","16,877","7","29","1,008","241","60","81","2,350"
"2018-03-02","2,569","7,581","3","7","213","180","47","19","1,269"
"2018-03-03","3,271","14,057","6","3","448","264","118","38","1,971"
"2018-03-04","3,591","17,706","8","2","0","390","127","22","2,291"
"2018-03-05","2,605","6,471","2","2","306","259","7","3","1,305"
"2018-03-06","4,028","23,698","10","10","545","306","182","92","2,728"
"2018-03-07","2,667","10,460","4","0","704","176","59","35","1,367"
"2018-03-08","2,626","7,614","3","1","104","208","40","25","1,326"
"2018-03-09","2,403","6,068","2","1","145","179","43","6","1,103"
"2018-03-10","3,973","22,768","10","6","0","259","214","87","2,673"
"2018-03-11","3,196","14,517","6","3","172","206","124","48","1,896"
"2018-03-12","2,440","5,017","2","3","143","206","4","7","1,140"
"2018-03-13","3,544","18,858","8","10","223","316","165","29","2,244"
"2018-03-14","3,768","20,644","9","5","451","340","155","49","2,468"
"2018-03-15","3,407","17,737","8","0","202","308","126","35","2,107"
"2018-03-16","3,955","23,411","10","7","0","327","212","54","2,655"
"2018-03-17","3,845","21,118","9","5","0","372","159","43","2,545"
"2018-03-18","2,577","5,850","2","1","409","241","15","1","1,277"
"2018-03-19","3,469","14,773","7","32","588","223","106","76","2,169"
"2018-03-20","2,837","8,676","3","18","138","176","70","37","1,537"
"2018-03-21","2,624","8,486","3","6","154","220","29","26","1,324"
"2018-03-22","3,290","13,411","6","2","114","296","122","21","1,990"
"2018-03-23","2,697","10,305","4","67","837","244","18","17","1,397"
"2018-03-24","3,249","18,770","8","94","0","179","77","97","1,949"
"2018-03-25","3,614","15,679","7","3","0","312","187","24","2,314"
"2018-03-26","2,501","6,403","2","4","219","213","30","8","1,201"
"2018-03-27","3,432","13,596","6","13","57","202","169","53","2,132"
"2018-03-28","3,497","13,218","6","2","518","276","159","32","2,197"
"2018-03-29","3,343","12,881","5","13","572","286","90","41","2,043"
"2018-03-30","4,046","22,017","10","9","384","340","239","37","2,746"
"2018-03-31","3,408","15,511","7","14","503","259","162","33","2,108"
"2018-04-01","3,785","17,521","8","3","99","403","130","18","2,485"
"2018-04-02","2,713","10,399","4","5","648","228","41","23","1,413"
"2018-04-03","3,094","15,322","7","34","87","209","57","51","1,794"
"2018-04-04","3,046","8,766","4","1","107","251","102","10","1,746"
"2018-04-05","3,450","18,642","8","171","5","220","138","57","2,150"
"2018-04-06","4,210","22,380","10","6","0","292","240","67","2,910"
"2018-04-07","2,846","9,845","4","19","237","274","34","2","1,546"
"2018-04-08","2,376","4,628","2","24","364","197","0","0","1,076"
"2018-04-09","4,662","22,752","10","129","0","344","277","80","3,362"
"2018-04-10","5,141","29,286","13","230","0","290","317","153","3,841"
"2018-04-11","5,129","29,216","13","279","290","325","286","138","3,829"
"2018-04-12","2,931","9,317","4","76","85","293","53","8","1,631"
"2018-04-13","4,018","22,469","10","305","0","223","123","129","2,718"
"2018-04-14","4,751","26,248","12","226","0","226","318","118","3,451"
"2018-04-15","4,506","25,543","11","185","293","273","250","100","3,206"
"2018-04-16","2,324","4,795","2","18","738","126","29","8","1,024"
"2018-04-17","2,686","8,719","3","6","673","245","35","2","1,386"
"2018-04-18","3,168","12,528","5","14","538","290","72","24","1,868"
"2018-04-19","3,601","19,476","8","23","0","309","155","43","2,301"
"2018-04-20","3,746","16,224","7","39","0","334","184","26","2,446"
"2018-04-21","3,664","18,046","8","5","0","338","149","29","2,364"
"2018-04-22","4,199","21,026","9","33","419","332","191","83","2,899"
"2018-04-23","3,651","19,107","8","27","9","411","117","19","2,351"
"2018-04-24","3,826","17,280","7","14","0","330","155","45","2,526"
"2018-04-25","3,531","17,538","8","2","0","298","192","31","2,231"
"2018-04-26","3,753","20,167","9","11","0","336","131","54","2,453"
"2018-04-27","4,132","18,765","8","77","0","342","198","51","2,832"
"2018-04-28","3,658","15,947","7","24","83","293","136","61","2,358"
"2018-04-29","4,543","17,000","7","15","0","356","354","30","3,243"
"2018-04-30","3,311","14,987","6","21","167","270","108","43","2,011"
"2018-05-01","3,529","11,896","5","6","0","407","99","12","2,229"
"2018-05-02","2,351","6,367","2","3","384","200","8","1","1,051"
"2018-05-03","2,903","10,056","4","17","632","266","54","10","1,603"
"2018-05-04","3,143","11,301","5","26","624","289","43","49","1,843"
"2018-05-05","3,145","12,258","5","17","0","286","44","36","1,845"
"2018-05-06","2,571","7,009","3","3","193","259","8","0","1,271"
"2018-05-07","3,685","16,786","7","3","0","496","84","16","2,385"
"2018-05-08","3,015","12,612","5","93","332","189","124","30","1,715"
"2018-05-09","2,595","4,355","1","2","45","319","0","0","1,295"
"2018-05-10","2,397","4,807","2","2","0","198","12","1","1,097"
"2018-05-11","2,295","4,715","2","1","536","194","10","0","995"
"2018-05-12","3,001","8,916","4","5","603","309","69","4","1,701"
"2018-05-13","2,410","6,820","3","2","627","249","0","0","1,110"
"2018-05-14","3,364","16,991","7","89","0","211","48","114","2,064"
"2018-05-15","2,301","6,953","3","1","335","183","5","5","1,001"
"2018-05-16","4,171","17,206","7","6","0","373","238","23","2,871"
"2018-05-17","2,899","12,275","5","7","518","273","54","13","1,599"
"2018-05-18","3,832","20,369","9","5","0","522","97","8","2,532"
"2018-05-19","3,711","18,020","8","5","472","468","93","15","2,411"
"2018-05-20","4,436","26,679","12","7","338","477","202","46","3,136"
"2018-05-21","3,597","19,413","8","12","196","433","81","15","2,297"
"2018-05-22","2,350","4,843","2","10","81","150","32","17","1,050"
"2018-05-23","2,860","10,355","4","28","139","269","37","16","1,560"
"2018-05-24","3,587","20,635","9","91","546","281","72","83","2,287"
"2018-05-25","3,363","12,713","5","5","564","243","154","23","2,063"
"2018-05-26","3,990","19,427","8","18","0","416","171","18","2,690"
"2018-05-27","4,189","20,413","9","10","366","364","194","66","2,889"
"2018-05-28","2,910","11,203","5","11","101","282","47","10","1,610"
"2018-05-29","2,425","7,171","3","22","114","227","0","0","1,125"
"2018-05-30","2,239","4,882","2","12","773","175","8","8","939"
"2018-05-31","2,801","9,874","4","16","137","248","48","14","1,501"
"2018-06-01","2,852","9,055","4","32","200","227","20","45","1,552"
"2018-06-02","2,819","13,797","6","26","160","224","26","46","1,519"
"2018-06-03","4,008","24,977","11","323","481","216","42","213","2,708"
"2018-06-04","3,277","13,204","6","26","193","245","91","51","1,977"
"2018-06-05","3,188","14,743","6","23","1,068","282","39","51","1,888"
"2018-06-06","3,408","11,878","5","9","130","264","88","59","2,108"
"2018-06-07","3,100","10,382","4","4","39","281","94","15","1,800"
"2018-06-08","3,787","16,022","7","4","386","345","193","23","2,487"
"2018-06-09","4,000","16,548","7","12","0","319","217","42","2,700"
"2018-06-10","4,944","23,594","10","28","0","383","327","82","3,644"
"2018-06-11","3,974","18,384","8","9","0","287","236","34","2,674"
"2018-06-12","3,583","16,006","7","178","267","244","91","84","2,283"
"2018-06-13","5,529","36,384","16","293","236","260","392","173","4,229"
"2018-06-14","3,835","20,127","9","177","572","286","101","105","2,535"
"2018-06-15","4,347","24,802","11","191","0","240","227","114","3,047"
"2018-06-16","4,314","24,551","11","64","0","269","112","146","3,014"
"2018-06-17","2,579","5,500","2","4","202","214","60","6","1,279"
"2018-06-18","2,242","2,733","1","5","413","156","0","0","942"
"2018-06-19","2,203","3,813","1","3","89","165","20","0","903"
"2018-06-20","2,314","4,319","1","1","487","183","10","5","1,014"
"2018-06-21","2,676","9,105","4","30","166","187","88","17","1,376"
"2018-06-22","3,437","12,054","5","27","428","332","62","52","2,137"
"2018-06-23","4,035","19,677","9","1","0","378","182","44","2,735"
"2018-06-24","3,761","18,643","8","6","458","390","138","31","2,461"
"2018-06-25","2,427","4,225","1","4","699","184","20","3","1,127"
"2018-06-26","2,757","7,862","3","5","715","296","21","7","1,457"
"2018-06-27","3,924","18,284","8","22","0","386","167","28","2,624"
"2018-06-28","3,326","14,165","6","5","339","232","134","37","2,026"
"2018-06-29","3,453","19,194","8","12","1,043","218","87","92","2,153"
"2018-06-30","2,781","14,729","6","9","124","287","23","16","1,481"
"2018-07-01","3,841","24,979","11","111","546","241","83","138","2,541"
"2018-07-02","4,244","20,566","9","221","586","288","126","145","2,944"
"2018-07-03","3,602","21,163","9","49","400","304","70","90","2,302"
"2018-07-04","2,995","12,653","5","32","0","249","53","33","1,695"
"2018-07-05","3,179","28,254","12","33","0","269","64","50","1,879"
"2018-07-06","4,818","26,135","11","473","193","273","193","181","3,518"
"2018-07-07","5,017","27,629","12","310","80","243","212","222","3,717"
"2018-07-08","3,176","12,647","5","26","70","278","82","28","1,876"
"2018-07-09","4,500","35,518","16","147","0","231","176","189","3,200"
"2018-07-10","4,907","35,635","16","99","0","219","179","253","3,607"
"2018-07-11","4,250","30,292","13","217","3","212","139","175","2,950"
"2018-07-12","5,258","27,508","12","442","0","230","160","302","3,958"
"2018-07-13","2,698","13,063","5","42","146","195","28","55","1,398"
"2018-07-14","3,458","15,632","7","41","559","277","77","52","2,158"
"2018-07-15","3,264","13,943","6","13","236","256","105","31","1,964"
"2018-07-16","2,757","17,148","7","41","114","322","13","9","1,457"
"2018-07-17","3,838","17,472","7","38","447","310","125","80","2,538"
"2018-07-18","3,223","14,263","6","64","149","249","92","44","1,923"
"2018-07-19","3,246","14,799","6","39","0","300","80","37","1,946"
"2018-07-20","2,969","8,844","4","5","566","291","47","22","1,669"
"2018-07-21","2,689","11,682","5","52","505","191","95","3","1,389"
"2018-07-22","3,268","13,001","5","11","0","300","114","17","1,968"
"2018-07-23","2,682","8,058","3","3","310","249","32","7","1,382"
"2018-07-24","3,681","17,007","7","3","22","363","142","19","2,381"
"2018-07-25","2,950","10,776","4","7","136","268","47","23","1,650"
"2018-07-26","2,577","4,012","1","7","450","177","32","3","1,277"
"2018-07-27","3,719","16,504","7","6","216","346","131","39","2,419"
"2018-07-28","3,618","15,261","6","5","335","411","86","14","2,318"
"2018-07-29","3,098","9,644","4","3","379","364","40","7","1,798"
"2018-07-30","3,355","16,632","7","75","628","198","54","53","2,055"
"2018-07-31","3,468","14,668","6","8","476","293","69","78","2,168"
"2018-08-01","3,150","14,091","6","121","148","168","7","130","1,850"
"2018-08-02","2,634","5,206","2","4","343","201","27","8","1,334"
"2018-08-03","4,283","21,816","9","1","23","448","192","33","2,983"
"2018-08-04","1,658","0","0","2","1,428","12","0","0","358"
"2018-08-05","1,642","0","0","6","1,440","0","0","0","342"
"2018-08-06","1,678","427","0","3","1,370","18","0","0","378"
"2018-08-07","2,537","6,135","2","6","649","211","40","6","1,237"
"2018-08-08","2,867","7,450","3","5","560","309","46","1","1,567"
"2018-08-09","2,543","9,704","4","36","597","255","17","21","1,243"
"2018-08-10","3,129","10,196","4","11","273","307","61","5","1,829"
"2018-08-11","3,749","14,029","6","4","230","368","122","31","2,449"
"2018-08-12","3,504","14,736","6","5","462","359","96","29","2,204"
"2018-08-13","3,796","19,178","8","8","0","405","115","31","2,496"
"2018-08-14","4,181","24,255","11","5","145","373","198","61","2,881"
"2018-08-15","2,630","8,140","3","3","363","279","12","0","1,330"
"2018-08-16","3,044","12,209","5","4","903","278","77","23","1,744"
"2018-08-17","3,925","21,854","9","8","584","386","134","38","2,625"
"2018-08-18","3,407","12,698","6","29","609","315","41","57","2,107"
"2018-08-19","2,946","10,682","4","4","546","305","51","1","1,646"
"2018-08-20","2,747","9,915","5","14","251","191","3","43","1,447"
"2018-08-21","3,037","14,557","7","31","173","192","34","67","1,737"
"2018-08-22","3,543","17,235","7","23","0","389","106","19","2,243"
"2018-08-23","2,544","9,953","5","15","194","149","5","42","1,244"
"2018-08-24","2,195","3,781","1","2","189","171","10","1","895"
"2018-08-25","2,410","4,750","2","8","791","189","24","5","1,110"
"2018-08-26","2,574","10,348","5","13","753","128","7","47","1,274"
"2018-08-27","2,751","12,848","6","14","342","147","14","75","1,451"
"2018-08-28","2,724","7,231","3","6","224","207","73","10","1,424"
"2018-08-29","3,464","12,955","5","41","993","294","76","61","2,164"
"2018-08-30","2,989","14,220","7","14","549","225","27","52","1,689"
"2018-08-31","2,939","13,338","6","69","585","198","62","87","1,639"
"2018-09-01","2,797","13,527","6","70","577","236","27","78","1,497"
"2018-09-02","2,766","11,294","6","12","657","175","11","51","1,466"
"2018-09-03","2,234","3,795","1","5","154","167","0","0","934"
"2018-09-04","3,702","20,184","10","3","66","292","103","64","2,402"
"2018-09-05","3,595","20,794","10","35","624","343","46","58","2,295"
"2018-09-06","3,367","16,159","8","18","210","259","43","57","2,067"
"2018-09-07","3,024","13,971","7","2","20","252","19","49","1,724"
"2018-09-08","4,083","23,397","10","5","24","429","131","54","2,783"
"2018-09-09","3,049","12,354","5","6","566","266","72","20","1,749"
"2018-09-10","2,941","15,422","8","17","319","178","1","62","1,641"
"2018-09-11","2,377","3,924","1","11","310","166","20","3","1,077"
"2018-09-12","2,824","11,990","6","19","720","158","18","65","1,524"
"2018-09-13","2,842","10,621","4","4","697","230","23","46","1,542"
"2018-09-14","4,033","25,590","11","155","87","224","131","146","2,733"
"2018-09-15","2,392","5,868","2","7","273","199","2","8","1,092"
"2018-09-16","3,412","27,629","12","287","55","223","255","3","2,112"
"2018-09-17","2,310","5,021","2","12","379","172","8","4","1,010"
"2018-09-18","3,662","20,323","10","28","64","332","49","60","2,362"
"2018-09-19","4,173","24,868","11","233","617","324","99","149","2,873"
"2018-09-20","2,448","5,181","2","3","730","268","0","0","1,148"
"2018-09-21","2,331","5,063","2","2","797","221","0","0","1,031"
"2018-09-22","2,411","5,459","2","10","424","226","18","0","1,111"
"2018-09-23","2,482","5,800","2","5","708","217","7","15","1,182"
"2018-09-24","3,593","21,559","11","147","0","159","2","176","2,293"
"2018-09-25","2,445","6,534","2","13","198","256","0","0","1,145"
"2018-09-26","2,615","7,339","3","11","822","249","24","12","1,315"
"2018-09-27","3,059","12,726","5","12","483","304","60","27","1,759"
"2018-09-28","3,051","13,581","6","6","545","316","52","20","1,751"
"2018-09-29","2,294","6,352","2","14","748","170","8","13","994"
"2018-09-30","2,812","12,962","7","31","49","189","7","50","1,512"
"2018-10-01","2,320","5,438","2","19","682","191","13","11","1,020"
"2018-10-02","2,616","10,128","4","34","124","213","15","37","1,316"
"2018-10-03","2,954","12,533","5","16","27","241","58","39","1,654"
"2018-10-04","2,852","11,051","5","5","252","293","45","16","1,552"
"2018-10-05","3,852","22,043","10","123","469","318","103","101","2,552"
"2018-10-06","3,740","18,523","8","4","510","401","114","33","2,440"
"2018-10-07","2,507","7,202","3","7","696","201","14","19","1,207"
"2018-10-08","2,270","5,942","2","16","242","172","4","10","970"
"2018-10-09","1,847","2,440","1","29","284","56","8","2","547"
"2018-10-10","1,627","0","0","3","1,440","0","0","0","327"
"2018-10-11","1,642","0","0","47","1,440","0","0","0","342"
"2018-10-12","2,130","5,854","2","10","1,261","69","8","38","830"
"2018-10-13","2,383","7,354","3","16","665","180","5","30","1,083"
"2018-10-14","3,316","14,163","6","181","628","158","1","167","2,016"
