Sleep
Start Time,End Time, Minutes Asleep,Minutes Awake, Number of Awakenings, Time in Bed,Minutes REM Sleep,Minutes Light Sleep,Minutes Deep Sleep
"2019-07-05 11:49 PM","2019-07-06 8:39 AM","508","22","0","530","N/A","N/A","N/A"
"2019-07-07 12:01 AM","2019-07-07 7:14 AM","409","23","2","433","N/A","N/A","N/A"
"2019-07-08 1:04 AM","2019-07-08 8:58 AM","427","47","22","474","85","226","116"
"2019-07-09 12:14 AM","2019-07-09 7:43 AM","411","38","16","449","107","220","84"
"2019-07-14 2:33 PM","2019-07-14 4:17 PM","87","15","1","104","N/A","N/A","N/A"
"2019-07-14 11:21 PM","2019-07-15 5:57 AM","379","17","0","396","N/A","N/A","N/A"
"2019-07-15 11:06 PM","2019-07-16 6:05 AM","400","18","1","418","N/A","N/A","N/A"
"2019-07-16 11:35 PM","2019-07-17 6:41 AM","407","19","3","426","N/A","N/A","N/A"
"2019-07-16 11:35 PM","2019-07-17 6:41 AM","407","19","3","426","N/A","N/A","N/A"
"2019-07-17 10:50 PM","2019-07-18 6:29 AM","419","40","27","459","147","149","123"
"2019-07-18 11:43 PM","2019-07-19 5:57 AM","338","35","16","373","71","198","69"
"2019-07-20 2:10 AM","2019-07-20 8:51 AM","357","44","18","401","75","194","88"
"2019-07-23 10:51 PM","2019-07-24 6:13 AM","424","18","1","442","N/A","N/A","N/A"
"2019-07-24 10:07 PM","2019-07-25 5:54 AM","447","19","0","466","N/A","N/A","N/A"
"2019-07-25 10:26 PM","2019-07-26 5:09 AM","379","24","1","403","N/A","N/A","N/A"
"2019-07-26 11:59 PM","2019-07-27 6:16 AM","355","18","0","377","N/A","N/A","N/A"
"2019-07-27 10:11 PM","2019-07-28 7:30 AM","497","62","32","559","126","275","96"
"2019-07-28 10:37 PM","2019-07-29 7:32 AM","467","68","22","535","128","241","98"
"2019-07-31 11:43 PM","2019-08-01 5:04 AM","288","25","3","321","N/A","N/A","N/A"
"2019-08-01 10:49 PM","2019-08-02 6:52 AM","459","24","1","483","N/A","N/A","N/A"
"2019-08-02 10:14 PM","2019-08-03 6:33 AM","478","21","2","499","N/A","N/A","N/A"
"2019-08-04 12:32 AM","2019-08-04 6:12 AM","326","8","0","339","N/A","N/A","N/A"
"2019-08-04 10:31 PM","2019-08-05 6:22 AM","430","41","18","471","112","238","80"
"2019-08-05 10:51 PM","2019-08-06 5:54 AM","386","37","21","423","102","170","114"
"2019-08-06 10:28 PM","2019-08-07 6:07 AM","409","49","23","458","77","272","60"
"2019-08-07 10:58 PM","2019-08-08 6:15 AM","389","47","19","436","77","231","81"
"2019-08-09 1:06 AM","2019-08-09 6:47 AM","305","36","12","341","53","226","26"
"2019-08-09 10:49 PM","2019-08-10 6:16 AM","410","36","17","446","61","256","93"
"2019-08-11 12:10 AM","2019-08-11 7:30 AM","386","54","23","440","46","230","110"
"2019-08-11 10:45 PM","2019-08-12 5:53 AM","418","9","0","428","N/A","N/A","N/A"
"2019-08-12 10:28 PM","2019-08-13 5:52 AM","397","46","25","443","68","233","96"
"2019-08-13 10:08 PM","2019-08-14 5:48 AM","405","55","15","460","98","216","91"
"2019-08-14 11:03 PM","2019-08-15 6:47 AM","411","53","19","464","74","246","91"
"2019-08-15 11:20 PM","2019-08-16 7:08 AM","407","61","17","468","66","273","68"
"2019-08-15 11:20 PM","2019-08-16 7:08 AM","407","61","17","468","66","273","68"
"2019-08-16 10:24 PM","2019-08-17 6:47 AM","448","54","26","502","78","273","97"
"2019-08-17 11:00 PM","2019-08-18 5:51 AM","393","18","0","411","N/A","N/A","N/A"
"2019-08-18 10:13 PM","2019-08-19 6:26 AM","439","54","23","493","84","274","81"
"2019-08-19 9:58 PM","2019-08-20 6:09 AM","435","56","29","491","69","265","101"
"2019-08-20 11:44 PM","2019-08-21 6:50 AM","375","50","13","425","88","259","28"
"2019-08-21 11:02 PM","2019-08-22 6:36 AM","419","35","28","454","73","267","79"
"2019-08-22 10:15 PM","2019-08-23 6:17 AM","418","64","24","482","60","248","110"
"2019-08-23 10:58 PM","2019-08-24 5:59 AM","379","41","22","420","80","199","100"
"2019-08-24 10:57 PM","2019-08-25 6:08 AM","365","66","19","431","90","213","62"
"2019-08-25 10:14 PM","2019-08-26 5:07 AM","388","22","2","413","N/A","N/A","N/A"
"2019-08-26 10:26 PM","2019-08-27 6:21 AM","454","20","2","474","N/A","N/A","N/A"
"2019-08-27 10:42 PM","2019-08-28 6:03 AM","399","42","18","441","86","219","94"
"2019-08-28 11:37 PM","2019-08-29 6:30 AM","371","42","16","413","83","194","94"
"2019-08-30 12:46 AM","2019-08-30 8:33 AM","411","56","17","467","93","242","76"
"2019-08-31 1:08 AM","2019-08-31 8:04 AM","356","60","14","416","24","296","36"
"2019-08-31 10:33 PM","2019-09-01 8:01 AM","505","63","28","568","85","301","119"
"2019-09-02 12:05 AM","2019-09-02 8:29 AM","460","44","25","504","102","259","99"
"2019-09-02 11:08 PM","2019-09-03 7:22 AM","491","3","0","494","N/A","N/A","N/A"
"2019-09-03 9:32 PM","2019-09-04 5:59 AM","486","20","0","506","N/A","N/A","N/A"
"2019-09-04 10:35 PM","2019-09-05 5:24 AM","357","52","19","409","66","165","126"
"2019-09-05 10:58 PM","2019-09-06 7:00 AM","427","55","21","482","41","272","114"
"2019-09-06 10:18 PM","2019-09-07 5:53 AM","427","28","0","455","N/A","N/A","N/A"
"2019-09-07 10:54 PM","2019-09-08 6:28 AM","387","67","18","454","61","232","94"
"2019-09-08 10:35 PM","2019-09-09 6:28 AM","414","59","29","473","75","240","99"
"2019-09-09 9:43 PM","2019-09-10 6:24 AM","462","59","28","521","90","274","98"
"2019-09-10 11:21 PM","2019-09-11 5:55 AM","362","32","22","394","21","283","58"
"2019-09-11 11:56 PM","2019-09-12 7:55 AM","411","68","21","479","83","239","89"
"2019-09-12 10:57 PM","2019-09-13 6:31 AM","384","70","25","454","24","279","81"
"2019-09-13 10:02 PM","2019-09-14 5:07 AM","377","48","25","425","108","164","105"
"2019-09-14 9:55 PM","2019-09-15 4:59 AM","367","56","20","423","41","238","88"
"2019-09-14 9:55 PM","2019-09-15 4:59 AM","367","56","20","423","41","238","88"
"2019-09-15 10:45 PM","2019-09-16 7:30 AM","459","66","29","525","72","271","116"
"2019-09-16 10:49 PM","2019-09-17 3:24 AM","244","30","13","274","100","98","46"
"2019-09-17 8:56 PM","2019-09-18 4:10 AM","385","49","28","434","102","166","117"
"2019-09-18 5:42 AM","2019-09-18 6:58 AM","65","10","0","76","N/A","N/A","N/A"
"2019-09-18 10:37 PM","2019-09-19 6:36 AM","417","61","28","478","47","296","74"
"2019-09-19 9:58 PM","2019-09-20 6:00 AM","461","21","1","482","N/A","N/A","N/A"
"2019-09-20 11:54 PM","2019-09-21 7:44 AM","447","23","2","470","N/A","N/A","N/A"
"2019-09-21 10:23 PM","2019-09-22 6:56 AM","449","64","26","513","61","286","102"
"2019-09-22 10:49 PM","2019-09-23 6:34 AM","421","44","30","465","58","276","87"
"2019-09-23 10:01 PM","2019-09-24 6:39 AM","495","21","0","518","N/A","N/A","N/A"
"2019-09-24 10:12 PM","2019-09-25 6:42 AM","486","23","0","509","N/A","N/A","N/A"
"2019-09-25 10:05 PM","2019-09-26 6:27 AM","448","54","26","502","74","279","95"
"2019-09-26 10:43 PM","2019-09-27 6:21 AM","413","45","27","458","59","252","102"
"2019-09-27 11:59 PM","2019-09-28 6:38 AM","370","29","2","399","N/A","N/A","N/A"
"2019-09-28 11:04 PM","2019-09-29 7:06 AM","461","18","0","481","N/A","N/A","N/A"
"2019-09-29 10:41 PM","2019-09-30 6:19 AM","415","43","28","458","71","261","83"
"2019-09-30 10:41 PM","2019-10-01 5:25 AM","361","43","19","404","65","213","83"
"2019-10-01 10:56 PM","2019-10-02 6:29 AM","405","48","27","453","73","229","103"
"2019-10-05 12:27 AM","2019-10-05 6:23 AM","346","10","1","356","N/A","N/A","N/A"
"2019-10-05 11:23 PM","2019-10-06 6:36 AM","406","23","1","432","N/A","N/A","N/A"
"2019-10-06 10:30 PM","2019-10-07 5:49 AM","417","22","2","439","N/A","N/A","N/A"
"2019-10-07 10:39 PM","2019-10-08 6:10 AM","432","19","0","451","N/A","N/A","N/A"
"2019-10-08 11:08 PM","2019-10-09 6:24 AM","383","53","27","436","42","264","77"
"2019-10-09 10:31 PM","2019-10-10 6:39 AM","449","39","25","488","81","259","109"
"2019-10-10 10:43 PM","2019-10-11 5:58 AM","383","52","18","435","84","190","109"
"2019-10-13 12:28 AM","2019-10-13 7:06 AM","383","12","1","397","N/A","N/A","N/A"
"2019-10-13 10:27 PM","2019-10-14 6:38 AM","466","24","1","490","N/A","N/A","N/A"
"2019-10-14 10:02 PM","2019-10-15 2:53 AM","275","16","0","291","N/A","N/A","N/A"
"2019-10-14 10:02 PM","2019-10-15 2:53 AM","275","16","0","291","N/A","N/A","N/A"
"2019-10-15 10:06 PM","2019-10-16 6:48 AM","457","65","31","522","54","283","120"
"2019-10-17 12:19 AM","2019-10-17 6:41 AM","339","43","23","382","23","236","80"
"2019-10-17 9:34 PM","2019-10-18 6:11 AM","448","69","24","517","63","261","124"
"2019-10-18 9:55 PM","2019-10-19 5:50 AM","401","74","25","475","69","235","97"
"2019-10-19 9:59 PM","2019-10-20 5:20 AM","390","50","20","440","60","247","83"
"2019-10-20 11:28 PM","2019-10-21 5:40 AM","329","43","17","372","71","146","112"
"2019-10-21 10:48 PM","2019-10-22 5:56 AM","372","55","23","427","45","246","81"
"2019-10-22 9:57 PM","2019-10-23 6:37 AM","455","64","24","519","88","243","124"
"2019-10-23 10:21 PM","2019-10-24 6:21 AM","437","43","26","480","133","195","109"
"2019-10-24 10:40 PM","2019-10-25 6:14 AM","433","21","2","454","N/A","N/A","N/A"
"2019-10-26 1:34 AM","2019-10-26 5:59 AM","246","17","1","265","N/A","N/A","N/A"
"2019-10-26 11:09 PM","2019-10-27 7:05 AM","456","20","2","476","N/A","N/A","N/A"
"2019-10-27 9:49 PM","2019-10-28 7:07 AM","462","96","31","558","57","282","123"
"2019-10-28 10:23 PM","2019-10-29 5:15 AM","355","57","17","412","59","219","77"
"2019-10-29 10:29 PM","2019-10-30 7:00 AM","456","55","24","511","96","299","61"
"2019-10-30 10:48 PM","2019-10-31 7:21 AM","430","83","23","513","40","307","83"
"2019-10-31 10:06 PM","2019-11-01 7:13 AM","515","31","2","546","N/A","N/A","N/A"
"2019-11-01 11:59 PM","2019-11-02 8:01 AM","458","24","1","482","N/A","N/A","N/A"
"2019-11-02 11:24 PM","2019-11-03 7:17 AM","394","79","18","473","51","282","61"
"2019-11-03 10:54 PM","2019-11-04 6:57 AM","406","77","28","483","31","301","74"
"2019-11-04 10:35 PM","2019-11-05 6:58 AM","482","18","0","503","N/A","N/A","N/A"
"2019-11-06 12:09 AM","2019-11-06 7:29 AM","397","34","5","440","N/A","N/A","N/A"
"2019-11-06 10:28 PM","2019-11-07 6:32 AM","471","13","0","484","N/A","N/A","N/A"
"2019-11-07 10:57 PM","2019-11-08 6:11 AM","375","59","15","434","39","236","100"
"2019-11-08 10:01 PM","2019-11-09 6:58 AM","479","58","41","537","103","267","109"
"2019-11-09 11:40 PM","2019-11-10 7:51 AM","474","16","0","490","N/A","N/A","N/A"
"2019-11-10 10:53 PM","2019-11-11 7:54 AM","414","126","25","540","38","290","86"
"2019-11-11 11:03 PM","2019-11-12 8:20 AM","465","92","33","557","63","333","69"
"2019-11-12 11:27 PM","2019-11-13 7:46 AM","396","102","19","498","5","313","78"
"2019-11-14 12:50 AM","2019-11-14 7:02 AM","359","13","1","372","N/A","N/A","N/A"
"2019-11-14 12:50 AM","2019-11-14 7:02 AM","359","13","1","372","N/A","N/A","N/A"
"2019-11-15 12:27 AM","2019-11-15 7:55 AM","416","32","2","448","N/A","N/A","N/A"
"2019-11-15 10:34 PM","2019-11-16 7:25 AM","456","75","20","531","101","288","67"
"2019-11-16 10:46 PM","2019-11-17 7:32 AM","422","104","24","526","82","275","65"
"2019-11-19 10:51 PM","2019-11-20 6:59 AM","448","36","3","488","N/A","N/A","N/A"
"2019-11-20 9:57 PM","2019-11-21 6:30 AM","471","33","3","513","N/A","N/A","N/A"
