Sleep
Start Time,End Time, Minutes Asleep,Minutes Awake, Number of Awakenings, Time in Bed,Minutes REM Sleep,Minutes Light Sleep,Minutes Deep Sleep
"2017-12-10 10:26 PM","2017-12-11 8:29 AM","528","75","43","603","108","258","162"
"2017-12-12 12:15 AM","2017-12-12 7:45 AM","390","59","22","449","43","260","87"
"2017-12-12 10:49 PM","2017-12-13 7:28 AM","447","71","45","518","66","272","109"
"2017-12-14 12:06 AM","2017-12-14 7:53 AM","405","62","38","467","63","240","102"
"2017-12-14 11:23 PM","2017-12-15 7:56 AM","448","65","38","513","63","288","97"
"2017-12-15 10:29 PM","2017-12-16 6:54 AM","442","63","33","505","47","326","69"
"2017-12-16 11:24 PM","2017-12-17 7:57 AM","461","52","41","513","125","228","108"
"2017-12-17 11:00 PM","2017-12-18 6:53 AM","407","66","25","473","62","243","102"
"2017-12-18 10:52 PM","2017-12-19 8:45 AM","505","87","42","592","62","313","130"
"2017-12-19 10:52 PM","2017-12-20 6:50 AM","427","51","32","478","77","273","77"
"2017-12-20 10:29 PM","2017-12-21 7:59 AM","499","71","42","570","85","301","113"
"2017-12-21 11:48 PM","2017-12-22 7:56 AM","431","57","28","488","92","251","88"
"2017-12-23 12:59 AM","2017-12-23 9:32 AM","442","70","31","512","37","311","94"
"2017-12-23 11:30 PM","2017-12-24 9:01 AM","515","56","34","571","90","305","120"
"2017-12-23 11:30 PM","2017-12-24 9:01 AM","515","56","34","571","90","305","120"
"2017-12-24 11:23 PM","2017-12-25 8:46 AM","464","99","28","563","66","280","118"
"2017-12-25 11:15 PM","2017-12-26 7:31 AM","434","62","29","496","98","224","112"
"2017-12-26 11:22 PM","2017-12-27 7:31 AM","426","63","29","489","32","324","70"
"2017-12-27 5:03 PM","2017-12-27 6:52 PM","106","3","1","109","N/A","N/A","N/A"
"2017-12-27 11:19 PM","2017-12-28 7:00 AM","425","35","2","460","N/A","N/A","N/A"
"2017-12-28 11:06 PM","2017-12-29 8:55 AM","550","39","1","589","N/A","N/A","N/A"
"2017-12-29 11:26 PM","2017-12-30 7:24 AM","424","54","35","478","87","224","113"
"2017-12-31 12:28 AM","2017-12-31 8:31 AM","421","62","26","483","53","260","108"
"2018-01-01 1:37 AM","2018-01-01 9:22 AM","390","75","35","465","18","290","82"
"2018-01-01 11:05 PM","2018-01-02 7:18 AM","422","71","28","493","32","298","92"
"2018-01-02 10:52 PM","2018-01-03 9:05 AM","527","86","36","613","57","334","136"
"2018-01-03 10:51 PM","2018-01-04 8:13 AM","465","97","44","562","80","278","107"
"2018-01-04 10:37 PM","2018-01-05 9:13 AM","550","86","42","636","81","349","120"
"2018-01-06 12:05 AM","2018-01-06 6:46 AM","357","44","25","401","50","228","79"
"2018-01-06 9:57 PM","2018-01-07 6:48 AM","459","72","33","531","75","230","154"
"2018-01-07 9:37 PM","2018-01-08 6:13 AM","462","54","36","516","53","280","129"
"2018-01-08 10:34 PM","2018-01-09 7:32 AM","458","80","41","538","63","297","98"
"2018-01-10 12:21 AM","2018-01-10 8:33 AM","415","77","26","492","50","262","103"
"2018-01-10 11:42 PM","2018-01-11 8:11 AM","452","57","35","509","98","255","99"
"2018-01-11 11:53 PM","2018-01-12 8:30 AM","461","55","32","516","62","275","124"
"2018-01-12 11:03 PM","2018-01-13 6:58 AM","407","68","25","475","34","284","89"
"2018-01-13 9:47 PM","2018-01-14 6:59 AM","480","72","26","552","128","238","114"
"2018-01-14 10:56 PM","2018-01-15 7:28 AM","423","89","33","512","83","250","90"
"2018-01-15 11:07 PM","2018-01-16 7:54 AM","462","65","33","527","71","298","93"
"2018-01-16 10:46 PM","2018-01-17 7:20 AM","463","50","32","513","93","258","112"
"2018-01-17 11:21 PM","2018-01-18 7:11 AM","419","51","30","470","92","252","75"
"2018-01-18 10:38 PM","2018-01-19 7:01 AM","451","52","28","503","64","257","130"
"2018-01-19 10:57 PM","2018-01-20 6:58 AM","429","52","36","481","62","267","100"
"2018-01-20 11:06 PM","2018-01-21 6:47 AM","391","70","31","461","44","259","88"
"2018-01-21 11:01 PM","2018-01-22 6:44 AM","408","55","31","463","90","189","129"
"2018-01-22 10:57 PM","2018-01-23 6:33 AM","394","62","27","456","52","235","107"
"2018-01-22 10:57 PM","2018-01-23 6:33 AM","394","62","27","456","52","235","107"
"2018-01-23 10:03 PM","2018-01-24 6:46 AM","471","52","29","523","77","300","94"
"2018-01-24 10:21 PM","2018-01-25 8:00 AM","529","49","32","578","152","243","134"
"2018-01-25 11:06 PM","2018-01-26 8:23 AM","495","60","7","556","N/A","N/A","N/A"
"2018-01-26 11:05 PM","2018-01-27 7:32 AM","467","37","1","507","N/A","N/A","N/A"
"2018-01-28 6:21 AM","2018-01-28 8:59 AM","145","13","1","158","N/A","N/A","N/A"
"2018-01-28 10:27 PM","2018-01-29 8:14 AM","526","60","45","586","100","302","124"
"2018-01-29 11:08 PM","2018-01-30 7:14 AM","426","60","35","486","103","219","104"
"2018-01-30 10:48 PM","2018-01-31 7:21 AM","452","61","31","513","36","296","120"
"2018-01-31 11:41 PM","2018-02-01 7:55 AM","400","94","35","494","59","257","84"
"2018-02-01 11:13 PM","2018-02-02 7:35 AM","425","77","39","502","56","270","99"
"2018-02-02 10:58 PM","2018-02-03 7:02 AM","405","79","31","484","82","229","94"
"2018-02-03 11:29 PM","2018-02-04 8:12 AM","479","44","2","523","N/A","N/A","N/A"
"2018-02-04 10:33 PM","2018-02-05 7:38 AM","502","42","1","544","N/A","N/A","N/A"
"2018-02-05 11:24 PM","2018-02-06 7:47 AM","441","62","37","503","102","232","107"
"2018-02-06 11:04 PM","2018-02-07 7:24 AM","421","79","38","500","46","265","110"
"2018-02-07 10:43 PM","2018-02-08 7:00 AM","462","34","2","497","N/A","N/A","N/A"
"2018-02-08 11:33 PM","2018-02-09 8:28 AM","480","55","2","535","N/A","N/A","N/A"
"2018-02-09 11:13 PM","2018-02-10 8:12 AM","479","60","32","539","62","324","93"
"2018-02-10 10:59 PM","2018-02-11 7:03 AM","424","59","37","483","50","218","156"
"2018-02-11 11:04 PM","2018-02-12 7:00 AM","429","47","41","476","120","220","89"
"2018-02-12 10:36 PM","2018-02-13 6:58 AM","430","71","38","501","65","296","69"
"2018-02-13 11:55 PM","2018-02-14 8:03 AM","462","26","2","488","N/A","N/A","N/A"
"2018-02-14 11:04 PM","2018-02-15 8:10 AM","494","52","36","546","66","332","96"
"2018-02-15 11:38 PM","2018-02-16 8:45 AM","469","77","33","546","67","277","125"
"2018-02-16 11:14 PM","2018-02-17 6:27 AM","380","53","28","433","44","254","82"
"2018-02-17 11:33 PM","2018-02-18 8:58 AM","496","69","34","565","90","333","73"
"2018-02-18 10:29 PM","2018-02-19 8:36 AM","537","69","42","606","109","309","119"
"2018-02-19 3:33 PM","2018-02-19 4:54 PM","78","3","1","81","N/A","N/A","N/A"
"2018-02-19 11:08 PM","2018-02-20 8:10 AM","470","72","31","542","51","315","104"
"2018-02-20 10:57 PM","2018-02-21 7:47 AM","499","31","1","530","N/A","N/A","N/A"
"2018-02-22 12:56 AM","2018-02-22 8:58 AM","455","27","3","482","N/A","N/A","N/A"
"2018-02-22 12:56 AM","2018-02-22 8:58 AM","455","27","3","482","N/A","N/A","N/A"
