Sleep
Start Time,End Time, Minutes Asleep,Minutes Awake, Number of Awakenings, Time in Bed,Minutes REM Sleep,Minutes Light Sleep,Minutes Deep Sleep
"2018-05-15 12:19 AM","2018-05-15 7:56 AM","406","50","19","456","96","186","124"
"2018-05-16 12:07 AM","2018-05-16 7:13 AM","363","63","26","426","17","248","98"
"2018-05-17 2:22 AM","2018-05-17 7:13 AM","263","28","19","291","42","164","57"
"2018-05-18 1:10 AM","2018-05-18 8:02 AM","379","33","24","412","77","239","63"
"2018-05-19 1:43 AM","2018-05-19 8:15 AM","369","23","3","392","N/A","N/A","N/A"
"2018-05-20 1:54 AM","2018-05-20 8:11 AM","354","19","2","377","N/A","N/A","N/A"
"2018-05-21 2:33 AM","2018-05-21 8:14 AM","276","64","16","340","44","171","61"
"2018-05-21 11:24 PM","2018-05-22 9:05 AM","496","85","39","581","49","322","125"
"2018-05-22 11:25 PM","2018-05-23 7:52 AM","422","85","39","507","77","218","127"
"2018-05-22 11:25 PM","2018-05-23 7:52 AM","422","85","39","507","77","218","127"
"2018-05-24 12:01 AM","2018-05-24 7:39 AM","430","26","1","458","N/A","N/A","N/A"
"2018-05-25 1:11 AM","2018-05-25 8:23 AM","413","19","1","432","N/A","N/A","N/A"
"2018-05-25 11:35 PM","2018-05-26 7:48 AM","427","66","36","493","86","232","109"
"2018-05-27 12:24 AM","2018-05-27 7:55 AM","428","22","1","450","N/A","N/A","N/A"
"2018-05-28 1:11 AM","2018-05-28 8:49 AM","406","51","32","457","109","183","114"
"2018-05-28 10:34 PM","2018-05-29 8:06 AM","502","70","31","572","118","261","123"
"2018-05-29 11:19 PM","2018-05-30 7:56 AM","459","58","3","517","N/A","N/A","N/A"
"2018-05-31 12:03 AM","2018-05-31 8:07 AM","417","67","29","484","60","237","120"
"2018-05-31 11:35 PM","2018-06-01 7:28 AM","437","36","25","473","125","231","81"
"2018-06-01 11:33 PM","2018-06-02 7:26 AM","393","80","24","473","49","290","54"
"2018-06-02 10:54 PM","2018-06-03 8:08 AM","513","40","1","553","N/A","N/A","N/A"
"2018-06-04 1:01 AM","2018-06-04 8:12 AM","378","52","28","430","68","231","79"
"2018-06-06 12:43 AM","2018-06-06 8:01 AM","375","62","30","437","77","224","74"
"2018-06-06 11:34 PM","2018-06-07 7:43 AM","433","55","29","488","151","209","73"
"2018-06-07 11:00 PM","2018-06-08 7:36 AM","488","25","0","516","N/A","N/A","N/A"
"2018-06-08 11:22 PM","2018-06-09 7:04 AM","405","57","35","462","68","208","129"
"2018-06-10 12:06 AM","2018-06-10 6:23 AM","327","50","29","377","55","174","98"
"2018-06-10 11:59 PM","2018-06-11 7:28 AM","397","51","32","448","58","223","116"
"2018-06-12 12:34 AM","2018-06-12 6:51 AM","326","51","30","377","36","177","113"
"2018-06-13 1:42 AM","2018-06-13 8:02 AM","362","17","0","379","N/A","N/A","N/A"
"2018-06-14 2:00 AM","2018-06-14 8:16 AM","359","16","1","376","N/A","N/A","N/A"
"2018-06-15 12:26 AM","2018-06-15 8:16 AM","408","62","35","470","74","266","68"
"2018-06-16 12:59 AM","2018-06-16 8:47 AM","404","63","32","467","56","236","112"
"2018-06-17 12:08 AM","2018-06-17 8:04 AM","405","71","36","476","60","202","143"
"2018-06-17 11:54 PM","2018-06-18 6:53 AM","355","64","20","419","34","263","58"
"2018-06-18 11:20 PM","2018-06-19 9:00 AM","507","72","43","579","43","337","127"
"2018-06-19 11:13 PM","2018-06-20 5:54 AM","365","36","29","401","73","179","113"
"2018-06-21 12:58 AM","2018-06-21 9:10 AM","425","66","33","491","68","244","113"
"2018-06-22 3:47 AM","2018-06-22 8:26 AM","249","30","14","279","40","162","47"
"2018-06-22 3:47 AM","2018-06-22 8:26 AM","249","30","14","279","40","162","47"
"2018-06-22 11:51 PM","2018-06-23 7:34 AM","388","74","29","462","103","193","92"
"2018-06-23 11:42 PM","2018-06-24 7:03 AM","403","38","2","441","N/A","N/A","N/A"
"2018-06-25 12:44 AM","2018-06-25 9:38 AM","499","35","2","534","N/A","N/A","N/A"
"2018-06-26 1:43 AM","2018-06-26 8:03 AM","343","36","1","380","N/A","N/A","N/A"
"2018-06-26 11:38 PM","2018-06-27 7:39 AM","418","63","30","481","92","199","127"
"2018-06-28 12:58 AM","2018-06-28 6:47 AM","321","28","23","349","33","221","67"
"2018-06-30 12:45 AM","2018-06-30 8:46 AM","415","65","28","480","72","258","85"
"2018-06-30 11:29 PM","2018-07-01 4:29 AM","290","10","1","300","N/A","N/A","N/A"
"2018-07-01 10:22 AM","2018-07-01 1:05 PM","156","7","1","163","N/A","N/A","N/A"
"2018-07-02 12:43 AM","2018-07-02 4:29 AM","214","12","1","226","N/A","N/A","N/A"
"2018-07-02 10:51 PM","2018-07-03 8:38 AM","544","43","2","587","N/A","N/A","N/A"
"2018-07-03 11:01 PM","2018-07-04 9:40 AM","556","82","38","638","82","358","116"
"2018-07-04 11:43 PM","2018-07-05 8:34 AM","452","79","47","531","60","240","152"
"2018-07-05 11:47 PM","2018-07-06 4:19 AM","252","20","8","272","80","133","39"
"2018-07-06 10:51 PM","2018-07-07 4:28 AM","291","46","15","337","64","171","56"
"2018-07-07 2:41 PM","2018-07-07 3:55 PM","71","3","0","74","N/A","N/A","N/A"
"2018-07-07 11:55 PM","2018-07-08 8:09 AM","424","69","33","493","35","298","91"
"2018-07-09 12:36 AM","2018-07-09 8:58 AM","439","62","34","501","100","245","94"
"2018-07-09 11:34 PM","2018-07-10 7:25 AM","420","50","31","470","103","202","115"
"2018-07-11 1:26 AM","2018-07-11 8:34 AM","375","53","31","428","63","184","128"
"2018-07-11 11:04 PM","2018-07-12 6:29 AM","393","51","37","444","66","216","111"
"2018-07-13 12:26 AM","2018-07-13 8:54 AM","452","56","34","508","55","256","141"
"2018-07-14 1:04 AM","2018-07-14 8:59 AM","448","26","1","475","N/A","N/A","N/A"
"2018-07-15 12:38 AM","2018-07-15 7:24 AM","357","49","26","406","72","218","67"
"2018-07-16 12:01 AM","2018-07-16 7:53 AM","417","55","38","472","66","263","88"
"2018-07-16 11:21 PM","2018-07-17 3:40 AM","216","42","15","258","12","141","63"
"2018-07-18 1:21 AM","2018-07-18 8:54 AM","401","52","33","453","119","188","94"
"2018-07-19 12:00 AM","2018-07-19 9:02 AM","456","86","50","542","68","297","91"
"2018-07-20 12:55 AM","2018-07-20 5:13 AM","218","39","19","257","43","136","39"
"2018-07-21 12:05 AM","2018-07-21 9:13 AM","500","48","4","548","N/A","N/A","N/A"
"2018-07-21 10:21 PM","2018-07-22 7:37 AM","477","78","41","555","57","347","73"
"2018-07-21 10:21 PM","2018-07-22 7:37 AM","477","78","41","555","57","347","73"
"2018-07-23 12:38 AM","2018-07-23 7:39 AM","378","43","30","421","72","185","121"
"2018-07-24 12:22 AM","2018-07-24 7:38 AM","366","70","30","436","79","173","114"
"2018-07-24 11:38 PM","2018-07-25 7:52 AM","430","64","41","494","117","220","93"
"2018-07-26 1:30 AM","2018-07-26 7:59 AM","341","48","25","389","85","158","98"
"2018-07-27 12:14 AM","2018-07-27 6:08 AM","321","33","23","354","48","195","78"
"2018-07-28 12:46 AM","2018-07-28 5:42 AM","261","34","17","295","28","191","42"
"2018-07-28 11:56 PM","2018-07-29 5:23 AM","287","40","25","327","27","199","61"
"2018-07-30 12:08 AM","2018-07-30 7:25 AM","402","33","3","437","N/A","N/A","N/A"
"2018-07-30 10:49 PM","2018-07-31 7:58 AM","496","52","1","548","N/A","N/A","N/A"
"2018-07-31 11:14 PM","2018-08-01 7:25 AM","430","61","36","491","86","253","91"
"2018-08-01 11:09 PM","2018-08-02 6:45 AM","400","56","31","456","88","262","50"
"2018-08-03 1:21 AM","2018-08-03 7:33 AM","342","30","15","372","86","174","82"
"2018-08-06 11:08 PM","2018-08-07 8:54 AM","551","35","2","586","N/A","N/A","N/A"
"2018-08-08 12:11 AM","2018-08-08 8:56 AM","471","53","3","524","N/A","N/A","N/A"
"2018-08-09 12:08 AM","2018-08-09 9:18 AM","503","47","2","550","N/A","N/A","N/A"
"2018-08-10 1:42 AM","2018-08-10 8:19 AM","346","51","32","397","56","219","71"
"2018-08-11 2:03 AM","2018-08-11 7:22 AM","281","37","21","318","84","131","66"
"2018-08-11 11:07 PM","2018-08-12 7:28 AM","469","31","0","501","N/A","N/A","N/A"
"2018-08-12 11:13 PM","2018-08-13 6:23 AM","398","32","25","430","91","204","103"
"2018-08-13 10:42 PM","2018-08-14 4:53 AM","330","40","26","370","52","202","76"
"2018-08-15 12:25 AM","2018-08-15 6:59 AM","346","47","27","393","68","196","82"
"2018-08-16 7:42 AM","2018-08-16 8:52 AM","63","7","0","70","N/A","N/A","N/A"
"2018-08-16 10:31 PM","2018-08-17 4:58 AM","363","24","1","387","N/A","N/A","N/A"
"2018-08-18 2:59 AM","2018-08-18 9:47 AM","363","45","4","408","N/A","N/A","N/A"
"2018-08-18 11:49 PM","2018-08-19 8:57 AM","516","31","0","547","N/A","N/A","N/A"
"2018-08-20 1:12 AM","2018-08-20 8:54 AM","400","62","32","462","106","173","121"
"2018-08-20 11:32 PM","2018-08-21 7:53 AM","440","61","39","501","53","274","113"
"2018-08-20 11:32 PM","2018-08-21 7:53 AM","440","61","39","501","53","274","113"
"2018-08-22 12:36 AM","2018-08-22 8:36 AM","423","57","35","480","53","256","114"
