Activities
Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"2019-11-16","2,045","2,360","1","2","262","114","7","8","745"
"2019-11-17","2,291","4,080","1","0","295","167","0","0","991"
"2019-11-18","1,639","0","0","3","1,430","10","0","0","339"
"2019-11-19","2,221","4,862","2","6","1,221","140","8","2","921"
"2019-11-20","2,682","8,776","4","6","652","246","0","0","1,382"
"2019-11-21","2,572","7,614","3","2","813","223","4","10","1,272"
"2019-11-22","2,842","7,872","3","0","731","265","28","10","1,542"
"2019-11-23","2,518","5,488","2","0","745","223","18","2","1,218"
"2019-11-24","2,786","6,686","3","1","180","285","26","0","1,486"
"2019-11-25","2,569","7,724","3","7","282","209","15","17","1,269"
"2019-11-26","2,584","7,105","3","2","640","239","12","8","1,284"
"2019-11-27","2,561","6,973","3","5","344","219","26","2","1,261"
"2019-11-28","2,410","4,903","2","2","425","179","30","8","1,110"
"2019-11-29","2,050","2,350","1","2","884","130","0","0","750"
"2019-11-30","2,380","4,430","2","4","469","219","3","7","1,080"
"2019-12-01","2,373","4,072","1","3","189","156","43","5","1,073"
"2019-12-02","2,619","6,530","2","1","288","261","17","4","1,319"
"2019-12-03","2,399","5,486","2","1","744","212","13","1","1,099"
"2019-12-04","2,306","4,788","2","2","714","198","9","0","1,006"
"2019-12-05","2,435","5,766","2","4","279","234","0","0","1,135"
"2019-12-06","2,651","8,485","3","5","243","254","24","9","1,351"
"2019-12-07","2,324","5,141","2","0","222","192","17","7","1,024"
"2019-12-08","1,613","0","0","0","1,440","0","0","0","313"
"2019-12-09","1,613","0","0","1","1,440","0","0","0","313"
"2019-12-10","1,613","0","0","2","1,440","0","0","0","313"
"2019-12-11","1,613","0","0","1","1,440","0","0","0","313"
"2019-12-12","2,422","6,553","2","5","813","200","4","6","1,122"
"2019-12-13","2,547","5,241","2","3","796","210","35","15","1,247"
"2019-12-14","2,560","7,099","3","0","690","235","4","15","1,260"
"2019-12-15","2,235","3,490","1","0","700","214","0","0","935"
"2019-12-16","2,480","7,971","3","3","728","243","0","0","1,180"
"2019-12-17","2,268","4,662","2","3","279","183","0","0","968"
"2019-12-18","2,379","5,671","2","3","215","199","0","0","1,079"
"2019-12-19","2,301","4,829","2","3","822","175","9","1","1,001"
"2019-12-20","2,447","6,381","2","3","780","232","6","3","1,147"
"2019-12-21","2,545","6,446","2","0","721","229","26","5","1,245"
"2019-12-22","2,515","5,760","2","1","77","226","34","9","1,215"
"2019-12-23","2,252","5,527","2","0","370","113","29","18","952"
"2019-12-24","2,332","4,854","2","1","772","197","11","17","1,032"
"2019-12-25","2,097","3,530","1","4","769","131","4","13","797"
"2019-12-26","2,049","2,252","1","0","564","173","0","0","749"
"2019-12-27","2,801","15,190","6","26","655","211","25","63","1,501"
"2019-12-28","2,331","6,564","3","9","708","160","19","31","1,031"
"2019-12-29","2,617","10,734","4","13","159","196","11","48","1,317"
"2019-12-30","2,296","5,847","2","13","723","164","5","25","996"
"2019-12-31","2,804","13,331","6","31","120","150","39","85","1,504"
"2020-01-01","2,430","5,096","2","3","155","232","1","0","1,130"
"2020-01-02","2,487","7,342","3","3","91","206","11","9","1,187"
"2020-01-03","2,553","7,351","3","1","144","176","44","19","1,253"
"2020-01-04","2,716","10,077","4","0","574","258","28","33","1,416"
"2020-01-05","2,422","6,325","2","0","108","201","10","19","1,122"
"2020-01-06","2,226","4,939","2","2","235","183","0","0","926"
"2020-01-07","2,637","10,794","4","2","251","216","4","29","1,337"
"2020-01-08","2,609","10,562","4","4","210","191","6","48","1,309"
"2020-01-09","2,818","10,175","4","5","682","203","42","41","1,518"
"2020-01-10","2,822","10,197","4","4","110","282","36","16","1,522"
"2020-01-11","2,760","10,275","4","1","38","213","34","52","1,460"
"2020-01-12","2,509","6,616","3","3","124","239","16","16","1,209"
"2020-01-13","2,693","10,416","4","4","252","201","13","51","1,393"
"2020-01-14","2,524","9,330","4","6","732","203","6","34","1,224"
"2020-01-15","2,513","8,764","4","3","760","188","3","32","1,213"
"2020-01-16","2,211","5,382","2","4","343","145","2","9","911"
"2020-01-17","2,667","8,159","3","7","341","247","18","13","1,367"
"2020-01-18","2,789","8,084","3","0","733","252","39","27","1,489"
"2020-01-19","2,896","10,636","4","7","2","198","91","35","1,596"
"2020-01-20","2,584","10,172","4","0","18","194","19","44","1,284"
"2020-01-21","2,780","7,167","3","1","156","232","71","10","1,480"
"2020-01-22","2,721","11,575","5","7","249","204","14","47","1,421"
"2020-01-23","2,445","8,291","3","8","198","172","8","31","1,145"
"2020-01-24","2,489","8,264","3","1","287","184","14","24","1,189"
"2020-01-25","2,751","10,292","4","5","657","225","29","36","1,451"
"2020-01-26","2,771","7,580","3","0","55","208","59","31","1,471"
"2020-01-27","2,579","10,268","4","7","188","202","5","35","1,279"
"2020-01-28","2,327","6,472","2","2","771","149","8","20","1,027"
"2020-01-29","2,430","7,597","3","1","690","205","14","16","1,130"
"2020-01-30","2,455","7,893","3","4","806","166","18","15","1,155"
"2020-01-31","2,520","5,864","2","0","210","206","43","5","1,220"
"2020-02-01","2,199","4,801","2","8","365","157","13","8","899"
"2020-02-02","2,133","3,763","1","10","225","155","9","4","833"
"2020-02-03","2,260","6,553","2","22","180","122","16","27","960"
"2020-02-04","2,075","2,918","1","5","739","119","17","6","775"
"2020-02-05","2,088","3,008","1","3","223","135","8","1","788"
"2020-02-06","2,361","6,880","3","15","301","153","18","22","1,061"
"2020-02-07","2,145","6,104","2","12","920","91","14","27","845"
"2020-02-08","2,073","2,727","1","3","326","149","0","0","773"
"2020-02-09","2,495","5,927","2","6","167","198","26","5","1,195"
"2020-02-10","2,866","10,645","4","8","629","257","18","37","1,566"
"2020-02-11","2,293","6,171","2","2","360","154","17","17","993"
"2020-02-12","2,490","6,843","3","4","302","181","27","12","1,190"
"2020-02-13","2,611","8,227","3","5","672","140","17","60","1,311"
"2020-02-14","2,315","5,221","2","1","225","139","31","8","1,015"
"2020-02-15","2,992","8,673","3","2","22","202","97","50","1,692"
"2020-02-16","2,356","5,492","2","2","96","203","16","2","1,056"
"2020-02-17","3,354","12,252","5","2","0","278","121","54","2,054"
"2020-02-18","2,567","10,100","4","0","252","165","14","43","1,267"
"2020-02-19","3,018","10,772","4","6","186","254","57","31","1,718"
"2020-02-20","2,376","7,553","3","6","751","153","8","30","1,076"
"2020-02-21","2,440","7,647","3","7","751","179","7","25","1,140"
"2020-02-22","2,322","5,070","2","3","229","187","18","10","1,022"
"2020-02-23","2,890","10,112","4","3","103","298","47","13","1,590"
"2020-02-24","2,789","10,976","5","6","321","149","51","60","1,489"
"2020-02-25","2,670","10,775","4","11","381","133","37","53","1,370"
"2020-02-26","2,414","6,865","3","7","248","152","25","20","1,114"
"2020-02-27","2,656","6,663","3","5","707","221","38","5","1,356"
"2020-02-28","2,431","6,993","3","6","729","233","0","0","1,131"
"2020-02-29","2,679","6,715","3","0","590","223","53","17","1,379"
"2020-03-01","3,110","12,674","5","9","0","277","59","60","1,810"
"2020-03-02","2,852","8,470","3","3","0","499","26","31","1,552"
"2020-03-03","3,065","2,637","1","4","0","1,133","0","0","1,765"
"2020-03-04","2,414","5,429","2","4","737","189","7","14","1,114"
"2020-03-05","2,530","7,688","3","3","278","166","13","42","1,230"
"2020-03-06","2,756","10,542","4","8","673","204","30","42","1,456"
"2020-03-07","3,182","10,371","4","4","37","268","95","38","1,882"
"2020-03-08","3,011","10,213","4","5","0","244","80","33","1,711"
"2020-03-09","2,500","7,264","3","2","180","211","19","14","1,200"
"2020-03-10","2,502","7,735","3","9","665","176","14","26","1,202"
"2020-03-11","2,643","8,936","4","4","673","212","34","30","1,343"
"2020-03-12","2,580","6,170","2","0","281","222","46","6","1,280"
