Activities
Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"2021-07-29","1,570","0","0","0","1,440","0","0","0","270"
"2021-07-30","1,570","0","0","0","1,440","0","0","0","270"
"2021-07-31","1,570","0","0","0","1,440","0","0","0","270"
"2021-08-01","1,570","0","0","0","1,440","0","0","0","270"
"2021-08-02","1,570","0","0","0","1,440","0","0","0","270"
"2021-08-03","1,570","0","0","0","1,440","0","0","0","270"
"2021-08-04","1,570","0","0","0","1,440","0","0","0","270"
"2021-08-05","1,570","0","0","0","1,440","0","0","0","270"
"2021-08-06","1,570","0","0","0","1,440","0","0","0","270"
"2021-08-07","1,570","0","0","0","1,440","0","0","0","270"
"2021-08-08","1,570","0","0","0","1,440","0","0","0","270"
"2021-08-09","1,570","0","0","0","1,440","0","0","0","270"
"2021-08-10","1,570","0","0","0","1,440","0","0","0","270"
"2021-08-11","1,570","0","0","0","1,440","0","0","0","270"
"2021-08-12","1,570","0","0","0","1,440","0","0","0","270"
"2021-08-13","1,570","0","0","0","1,440","0","0","0","270"
"2021-08-14","1,570","0","0","0","1,440","0","0","0","270"
"2021-08-15","1,570","0","0","0","1,440","0","0","0","270"
"2021-08-16","1,570","0","0","0","1,440","0","0","0","270"
"2021-08-17","1,570","0","0","0","1,440","0","0","0","270"
"2021-08-18","1,570","0","0","0","1,440","0","0","0","270"
"2021-08-19","1,570","0","0","0","1,440","0","0","0","270"
"2021-08-20","1,570","0","0","0","1,440","0","0","0","270"
"2021-08-21","1,570","0","0","0","1,440","0","0","0","270"
"2021-08-22","1,570","0","0","0","1,440","0","0","0","270"
"2021-08-23","1,570","0","0","0","1,440","0","0","0","270"
"2021-08-24","1,570","0","0","0","1,440","0","0","0","270"
"2021-08-25","1,570","0","0","0","1,440","0","0","0","270"
"2021-08-26","1,570","0","0","0","1,440","0","0","0","270"
"2021-08-27","1,570","0","0","0","1,440","0","0","0","270"
"2021-08-28","1,570","0","0","0","1,440","0","0","0","270"
"2021-08-29","1,570","0","0","0","1,440","0","0","0","270"
"2021-08-30","1,570","0","0","0","1,440","0","0","0","270"
"2021-08-31","1,570","0","0","0","1,440","0","0","0","270"
"2021-09-01","1,570","0","0","0","1,440","0","0","0","270"
"2021-09-02","1,570","0","0","0","1,440","0","0","0","270"
"2021-09-03","1,570","0","0","0","1,440","0","0","0","270"
"2021-09-04","1,570","0","0","0","1,440","0","0","0","270"
"2021-09-05","1,570","0","0","0","1,440","0","0","0","270"
"2021-09-06","1,570","0","0","0","1,440","0","0","0","270"
"2021-09-07","1,570","0","0","0","1,440","0","0","0","270"
"2021-09-08","1,570","0","0","0","1,440","0","0","0","270"
"2021-09-09","1,570","0","0","0","1,440","0","0","0","270"
"2021-09-10","1,570","0","0","0","1,440","0","0","0","270"
"2021-09-11","1,570","0","0","0","1,440","0","0","0","270"
"2021-09-12","1,570","0","0","0","1,440","0","0","0","270"
"2021-09-13","1,570","0","0","0","1,440","0","0","0","270"
"2021-09-14","1,570","0","0","0","1,440","0","0","0","270"
"2021-09-15","1,570","0","0","0","1,440","0","0","0","270"
"2021-09-16","1,570","0","0","0","1,440","0","0","0","270"
"2021-09-17","1,570","0","0","0","1,440","0","0","0","270"
"2021-09-18","1,570","0","0","0","1,440","0","0","0","270"
"2021-09-19","1,570","0","0","0","1,440","0","0","0","270"
"2021-09-20","1,570","0","0","0","1,440","0","0","0","270"
"2021-09-21","1,570","0","0","0","1,440","0","0","0","270"
