Activities
Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"2018-11-21","1,627","0","0","0","1,440","0","0","0","327"
"2018-11-22","1,627","0","0","0","1,440","0","0","0","327"
"2018-11-23","1,627","0","0","0","1,440","0","0","0","327"
"2018-11-24","1,627","0","0","3","1,440","0","0","0","327"
"2018-11-25","1,642","0","0","1","1,440","0","0","0","342"
"2018-11-26","1,642","0","0","0","1,440","0","0","0","342"
"2018-11-27","1,642","0","0","1","1,440","0","0","0","342"
"2018-11-28","1,642","0","0","0","1,440","0","0","0","342"
"2018-11-29","1,627","0","0","1","1,440","0","0","0","327"
"2018-11-30","1,627","0","0","2","1,440","0","0","0","327"
"2018-12-01","1,627","0","0","2","1,440","0","0","0","327"
"2018-12-02","1,627","0","0","2","1,440","0","0","0","327"
"2018-12-03","1,627","0","0","2","1,440","0","0","0","327"
"2018-12-04","1,627","0","0","1","1,440","0","0","0","327"
"2018-12-05","1,627","0","0","0","1,440","0","0","0","327"
"2018-12-06","1,627","0","0","0","1,440","0","0","0","327"
"2018-12-07","1,627","0","0","1","1,440","0","0","0","327"
"2018-12-08","1,627","0","0","6","1,440","0","0","0","327"
"2018-12-09","1,627","0","0","1","1,440","0","0","0","327"
"2018-12-10","1,627","0","0","0","1,440","0","0","0","327"
"2018-12-11","1,627","0","0","1","1,440","0","0","0","327"
"2018-12-12","1,627","0","0","2","1,440","0","0","0","327"
"2018-12-13","2,642","8,612","3","0","1,118","303","9","0","1,342"
"2018-12-14","2,935","9,476","4","1","497","350","24","12","1,635"
"2018-12-15","3,384","13,933","6","0","622","340","109","31","2,084"
"2018-12-16","2,632","7,247","3","0","645","236","47","9","1,332"
"2018-12-17","2,843","10,225","4","0","632","238","65","29","1,543"
"2018-12-18","2,636","6,531","2","0","118","310","0","0","1,336"
"2018-12-19","2,347","6,062","2","1","243","206","1","10","1,047"
"2018-12-20","1,627","0","0","0","1,440","0","0","0","327"
"2018-12-21","1,627","0","0","1","1,440","0","0","0","327"
"2018-12-22","1,627","0","0","1","1,440","0","0","0","327"
"2018-12-23","1,627","0","0","0","1,440","0","0","0","327"
"2018-12-24","1,627","0","0","0","1,440","0","0","0","327"
"2018-12-25","1,627","0","0","0","1,440","0","0","0","327"
"2018-12-26","1,627","0","0","0","1,440","0","0","0","327"
"2018-12-27","1,627","0","0","0","1,440","0","0","0","327"
"2018-12-28","1,627","0","0","0","1,440","0","0","0","327"
"2018-12-29","1,627","0","0","2","1,440","0","0","0","327"
"2018-12-30","1,627","0","0","0","1,440","0","0","0","327"
"2018-12-31","1,627","0","0","4","1,440","0","0","0","327"
"2019-01-01","2,246","3,360","1","0","1,015","206","0","0","946"
"2019-01-02","3,288","8,255","3","1","492","300","96","29","1,988"
"2019-01-03","2,736","8,277","3","0","529","216","56","23","1,436"
"2019-01-04","2,923","8,709","3","3","533","249","70","19","1,623"
"2019-01-05","3,273","9,619","4","2","0","318","102","20","1,973"
"2019-01-06","3,457","17,005","7","191","24","250","102","68","2,157"
"2019-01-07","1,899","1,568","0","0","364","82","0","0","599"
"2019-01-08","1,627","0","0","0","1,440","0","0","0","327"
"2019-01-09","1,627","0","0","0","1,440","0","0","0","327"
"2019-01-10","1,627","0","0","0","1,440","0","0","0","327"
"2019-01-11","1,627","0","0","0","1,440","0","0","0","327"
"2019-01-12","1,627","0","0","4","1,440","0","0","0","327"
"2019-01-13","1,627","0","0","1","1,440","0","0","0","327"
"2019-01-14","1,627","0","0","0","1,440","0","0","0","327"
"2019-01-15","1,627","0","0","1","1,440","0","0","0","327"
"2019-01-16","1,799","1,050","0","0","1,371","66","0","0","499"
"2019-01-17","2,793","8,574","3","2","563","327","11","8","1,493"
"2019-01-18","2,840","8,217","3","2","679","369","9","0","1,540"
"2019-01-19","2,921","8,955","4","0","495","311","38","12","1,621"
"2019-01-20","2,575","6,595","3","0","599","248","25","5","1,275"
"2019-01-21","2,893","13,375","6","4","38","166","63","72","1,593"
"2019-01-22","2,727","9,384","4","1","108","226","42","22","1,427"
"2019-01-23","2,719","8,342","3","2","329","281","27","1","1,419"
"2019-01-24","2,689","7,829","3","5","664","322","10","0","1,389"
"2019-01-25","2,868","7,543","3","3","21","345","12","3","1,568"
"2019-01-26","2,730","9,156","4","0","283","293","9","5","1,430"
"2019-01-27","2,504","4,766","2","0","94","278","0","0","1,204"
"2019-01-28","2,831","12,098","6","0","259","193","23","49","1,531"
"2019-01-29","1,642","118","0","0","1,434","6","0","0","342"
"2019-01-30","1,627","0","0","1","1,440","0","0","0","327"
"2019-01-31","1,627","0","0","4","1,440","0","0","0","327"
"2019-02-01","1,627","0","0","7","1,440","0","0","0","327"
"2019-02-02","1,627","0","0","5","1,440","0","0","0","327"
"2019-02-03","1,627","0","0","61","1,440","0","0","0","327"
"2019-02-04","1,627","0","0","4","1,440","0","0","0","327"
"2019-02-05","1,627","0","0","193","1,440","0","0","0","327"
"2019-02-06","1,627","0","0","1","1,440","0","0","0","327"
"2019-02-07","1,720","475","0","3","1,414","26","0","0","420"
"2019-02-08","2,645","9,973","4","2","737","193","33","32","1,345"
"2019-02-09","2,870","12,815","6","4","676","237","22","27","1,570"
"2019-02-10","2,886","9,916","4","3","519","250","37","37","1,586"
"2019-02-11","2,390","5,456","2","1","696","187","14","13","1,090"
"2019-02-12","2,465","8,116","3","0","70","201","5","24","1,165"
"2019-02-13","2,373","5,520","2","7","104","203","8","5","1,073"
"2019-02-14","2,242","7,077","3","11","731","117","9","33","942"
"2019-02-15","2,623","10,814","4","14","666","144","52","43","1,323"
"2019-02-16","2,219","4,997","2","12","700","182","0","0","919"
"2019-02-17","2,735","13,203","6","67","61","181","26","60","1,435"
"2019-02-18","2,208","4,392","2","1","525","121","15","8","908"
"2019-02-19","2,753","9,799","4","7","1,165","172","59","44","1,453"
"2019-02-20","3,999","26,629","12","5","385","261","98","163","2,699"
"2019-02-21","2,500","5,750","2","0","799","211","29","3","1,200"
"2019-02-22","2,383","5,794","2","1","703","215","3","11","1,083"
"2019-02-23","3,515","16,450","7","1","431","416","62","24","2,215"
"2019-02-24","3,006","10,985","5","0","192","298","55","15","1,706"
"2019-02-25","2,826","9,166","4","2","322","163","72","45","1,526"
"2019-02-26","2,259","4,648","2","8","417","213","0","0","959"
"2019-02-27","2,683","8,994","4","16","291","223","22","12","1,383"
"2019-02-28","2,799","11,362","5","2","538","257","31","20","1,499"
"2019-03-01","3,059","13,112","5","33","577","266","16","58","1,759"
"2019-03-02","3,730","18,961","8","32","474","364","87","56","2,430"
"2019-03-03","3,335","13,330","6","9","495","326","57","38","2,035"
"2019-03-04","3,187","15,750","7","45","502","253","70","42","1,887"
"2019-03-05","2,314","5,598","2","11","91","188","0","0","1,014"
"2019-03-06","2,433","5,391","2","19","370","242","0","0","1,133"
