Activities
Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"2017-12-02","3,065","12,656","5","8","145","342","58","12","1,765"
"2017-12-03","3,404","13,080","5","11","64","317","99","43","2,104"
"2017-12-04","2,691","8,138","3","21","173","227","50","8","1,391"
"2017-12-05","3,506","15,770","7","0","451","370","121","30","2,206"
"2017-12-06","3,134","8,048","3","4","0","244","55","60","1,834"
"2017-12-07","3,856","26,294","12","47","0","197","110","180","2,556"
"2017-12-08","2,689","8,165","3","1","0","306","34","1","1,389"
"2017-12-09","2,445","12,868","5","1","28","268","22","8","1,145"
"2017-12-10","2,749","9,594","4","4","0","251","39","21","1,449"
"2017-12-11","3,547","13,508","6","0","0","200","128","95","2,247"
"2017-12-12","3,113","12,210","5","2","88","249","94","41","1,813"
"2017-12-13","4,112","20,415","9","69","0","295","183","122","2,812"
"2017-12-14","3,125","12,867","5","73","92","227","102","48","1,825"
"2017-12-15","3,501","15,291","6","4","0","303","140","50","2,201"
"2017-12-16","3,275","17,313","7","3","1","432","43","10","1,975"
"2017-12-17","3,355","10,408","4","8","0","207","148","55","2,055"
"2017-12-18","3,370","14,892","6","0","6","352","113","16","2,070"
"2017-12-19","3,192","8,151","3","7","0","226","90","64","1,892"
"2017-12-20","3,427","17,813","8","5","0","337","84","55","2,127"
"2017-12-21","3,760","18,768","8","18","0","285","119","102","2,460"
"2017-12-22","3,068","12,377","5","22","108","264","68","36","1,768"
"2017-12-23","3,133","18,206","8","204","51","171","68","97","1,833"
"2017-12-24","2,416","8,453","3","26","59","189","18","25","1,116"
"2017-12-25","2,613","12,453","5","47","16","179","77","34","1,313"
"2017-12-26","3,160","13,978","6","6","89","225","63","78","1,860"
"2017-12-27","3,588","15,285","6","0","0","272","145","70","2,288"
"2017-12-28","3,863","16,594","7","1","398","303","205","60","2,563"
"2017-12-29","3,674","13,937","6","7","370","246","186","70","2,374"
"2017-12-30","4,423","20,476","9","4","0","371","274","68","3,123"
"2017-12-31","4,122","18,765","8","2","0","326","166","97","2,822"
"2018-01-01","3,496","16,888","7","5","0","345","106","48","2,196"
"2018-01-02","3,608","16,064","7","2","0","347","167","20","2,308"
"2018-01-03","3,808","18,515","8","5","0","188","137","146","2,508"
"2018-01-04","2,984","12,845","5","3","0","243","68","48","1,684"
"2018-01-05","2,566","7,843","3","3","0","196","41","25","1,266"
"2018-01-06","3,753","20,038","9","404","101","218","54","142","2,453"
"2018-01-07","3,818","21,845","9","370","0","194","90","140","2,518"
"2018-01-08","2,351","6,327","2","8","254","170","30","11","1,051"
"2018-01-09","3,534","16,653","7","20","0","288","123","62","2,234"
"2018-01-10","3,480","10,099","4","1","0","249","143","61","2,180"
"2018-01-11","3,029","12,035","5","9","48","278","69","39","1,729"
"2018-01-12","2,706","8,958","4","11","36","281","22","19","1,406"
"2018-01-13","2,348","6,351","2","5","172","242","0","0","1,048"
"2018-01-14","3,091","11,383","5","7","25","278","58","44","1,791"
"2018-01-15","3,431","15,332","7","0","0","251","125","65","2,131"
"2018-01-16","2,682","8,278","3","11","64","241","46","15","1,382"
"2018-01-17","4,153","21,854","10","4","0","228","234","119","2,853"
"2018-01-18","3,269","14,490","6","2","0","353","84","24","1,969"
"2018-01-19","3,869","18,800","8","3","0","338","190","53","2,569"
"2018-01-20","3,389","13,465","6","5","0","341","118","31","2,089"
"2018-01-21","3,523","16,735","7","8","0","339","140","39","2,223"
"2018-01-22","4,098","21,140","9","3","0","331","199","76","2,798"
"2018-01-23","2,675","11,602","5","38","214","173","48","39","1,375"
"2018-01-24","3,467","21,991","10","202","28","224","56","105","2,167"
"2018-01-25","3,104","10,046","4","2","0","295","95","10","1,804"
"2018-01-26","3,532","16,053","7","13","365","348","149","20","2,232"
"2018-01-27","4,263","23,552","10","1","342","356","192","98","2,963"
"2018-01-28","3,580","15,570","7","38","722","294","93","81","2,280"
"2018-01-29","3,636","18,656","8","9","0","249","213","43","2,336"
"2018-01-30","2,308","4,674","2","3","226","211","8","3","1,008"
"2018-01-31","2,415","6,171","2","3","224","231","12","0","1,115"
"2018-02-01","2,919","12,033","5","2","84","307","19","14","1,619"
"2018-02-02","3,142","11,813","5","13","59","208","112","42","1,842"
"2018-02-03","4,019","20,182","9","15","0","273","245","72","2,719"
"2018-02-04","3,357","18,247","8","65","447","209","104","102","2,057"
"2018-02-05","3,055","10,090","4","2","554","228","153","11","1,755"
"2018-02-06","4,096","21,705","9","20","0","258","302","48","2,796"
"2018-02-07","3,334","15,602","7","77","0","329","110","26","2,034"
"2018-02-08","3,556","16,528","7","12","455","385","123","30","2,256"
"2018-02-09","2,416","7,800","3","0","637","202","25","22","1,116"
"2018-02-10","3,644","17,250","7","36","0","262","169","64","2,344"
"2018-02-11","3,594","19,100","8","2","0","321","182","33","2,294"
"2018-02-12","3,142","12,491","5","52","40","308","81","32","1,842"
"2018-02-13","3,721","16,058","7","14","0","361","158","32","2,421"
"2018-02-14","3,104","11,044","5","4","485","296","84","36","1,804"
"2018-02-15","2,499","5,306","2","3","111","215","54","3","1,199"
"2018-02-16","3,217","11,821","5","0","0","311","97","27","1,917"
"2018-02-17","3,635","17,950","8","3","48","381","109","55","2,335"
"2018-02-18","2,407","5,640","2","4","7","209","22","9","1,107"
"2018-02-19","2,252","4,358","1","4","0","224","0","0","952"
"2018-02-20","3,962","26,194","11","6","0","142","171","179","2,662"
"2018-02-21","2,410","6,031","2","3","735","208","25","5","1,110"
"2018-02-22","2,769","12,364","5","6","657","176","72","53","1,469"
"2018-02-23","2,409","5,447","2","3","667","227","0","0","1,109"
"2018-02-24","3,096","13,981","6","60","25","233","118","31","1,796"
"2018-02-25","3,029","12,351","5","1","0","253","76","50","1,729"
"2018-02-26","3,353","12,639","5","0","81","245","164","34","2,053"
"2018-02-27","2,477","5,602","2","5","665","221","18","8","1,177"
