Sleep
Start Time,End Time, Minutes Asleep,Minutes Awake, Number of Awakenings, Time in Bed,Minutes REM Sleep,Minutes Light Sleep,Minutes Deep Sleep
"2020-08-23 2:29 PM","2020-08-23 3:37 PM","63","4","1","68","N/A","N/A","N/A"
"2020-08-23 10:56 PM","2020-08-24 7:42 AM","488","35","2","526","N/A","N/A","N/A"
"2020-08-24 11:21 PM","2020-08-25 7:51 AM","436","73","25","509","79","264","93"
"2020-08-25 10:35 PM","2020-08-26 8:03 AM","500","68","35","568","60","304","136"
"2020-08-26 10:30 PM","2020-08-27 7:58 AM","460","108","32","568","42","317","101"
"2020-08-27 10:10 PM","2020-08-28 7:51 AM","488","93","38","581","37","336","115"
"2020-08-28 10:59 PM","2020-08-29 8:54 AM","529","65","45","594","82","323","124"
"2020-08-29 10:56 PM","2020-08-30 8:48 AM","506","86","45","592","35","358","113"
"2020-08-30 10:01 PM","2020-08-31 8:04 AM","549","53","4","603","N/A","N/A","N/A"
"2020-08-31 10:37 PM","2020-09-01 4:32 AM","309","46","14","355","37","175","97"
"2020-09-01 6:14 AM","2020-09-01 8:03 AM","106","2","0","109","N/A","N/A","N/A"
"2020-09-01 10:58 PM","2020-09-02 7:57 AM","450","89","38","539","65","237","148"
"2020-09-12 11:39 PM","2020-09-13 7:30 AM","445","26","1","471","N/A","N/A","N/A"
"2020-09-13 10:51 PM","2020-09-14 7:21 AM","489","21","2","510","N/A","N/A","N/A"
"2020-09-14 10:24 PM","2020-09-15 8:18 AM","546","48","3","594","N/A","N/A","N/A"
"2020-09-15 10:52 PM","2020-09-16 6:43 AM","446","25","1","471","N/A","N/A","N/A"
"2020-09-17 12:15 AM","2020-09-17 7:02 AM","353","54","23","407","98","163","92"
"2020-09-17 10:33 PM","2020-09-18 7:59 AM","499","67","33","566","97","295","107"
"2020-09-19 12:01 AM","2020-09-19 8:02 AM","400","81","25","481","59","298","43"
"2020-09-22 11:34 PM","2020-09-23 8:49 AM","496","59","3","555","N/A","N/A","N/A"
"2020-09-23 10:18 PM","2020-09-24 4:16 AM","334","24","2","358","N/A","N/A","N/A"
"2020-09-24 5:33 AM","2020-09-24 8:01 AM","143","5","0","148","N/A","N/A","N/A"
"2020-09-24 11:05 PM","2020-09-25 7:42 AM","489","28","1","517","N/A","N/A","N/A"
"2020-09-25 10:57 PM","2020-09-26 6:48 AM","410","61","27","471","66","231","113"
"2020-09-26 11:06 PM","2020-09-27 7:14 AM","439","49","27","488","94","255","90"
"2020-09-27 11:52 PM","2020-09-28 8:18 AM","476","30","1","506","N/A","N/A","N/A"
"2020-09-28 11:55 AM","2020-09-28 1:20 PM","82","3","0","85","N/A","N/A","N/A"
"2020-09-28 10:26 PM","2020-09-29 7:56 AM","458","112","27","570","81","288","89"
"2020-09-29 10:23 PM","2020-09-30 7:19 AM","442","93","24","535","119","275","48"
"2020-09-30 10:01 PM","2020-10-01 7:33 AM","465","107","40","572","89","262","114"
"2020-10-01 11:11 PM","2020-10-02 7:37 AM","424","82","28","506","63","259","102"
"2020-10-03 12:03 AM","2020-10-03 8:27 AM","460","44","30","504","125","257","78"
"2020-10-03 10:47 PM","2020-10-04 8:44 AM","539","58","34","597","131","275","133"
"2020-10-04 10:05 PM","2020-10-05 7:09 AM","454","90","37","544","81","264","109"
"2020-10-05 11:37 PM","2020-10-06 8:36 AM","469","69","26","538","104","278","87"
"2020-10-06 10:46 PM","2020-10-07 7:15 AM","435","73","41","508","76","257","102"
"2020-10-07 11:09 PM","2020-10-08 8:13 AM","472","72","49","544","78","258","136"
"2020-10-08 10:32 PM","2020-10-09 8:40 AM","537","71","40","608","96","315","126"
"2020-10-08 10:32 PM","2020-10-09 8:40 AM","537","71","40","608","96","315","126"
"2020-10-09 10:31 PM","2020-10-10 7:17 AM","447","79","33","526","95","259","93"
"2020-10-10 10:02 PM","2020-10-11 7:41 AM","512","67","41","579","82","297","133"
"2020-10-11 10:23 PM","2020-10-12 7:47 AM","519","45","2","564","N/A","N/A","N/A"
"2020-10-12 10:48 PM","2020-10-13 8:42 AM","550","44","2","594","N/A","N/A","N/A"
"2020-10-13 10:44 PM","2020-10-14 7:52 AM","456","91","28","547","88","298","70"
"2020-10-14 10:38 PM","2020-10-15 8:12 AM","495","78","31","573","120","270","105"
"2020-10-16 12:12 AM","2020-10-16 8:49 AM","490","26","2","516","N/A","N/A","N/A"
"2020-10-16 10:52 PM","2020-10-17 8:37 AM","499","85","39","584","89","260","150"
"2020-10-17 11:23 PM","2020-10-18 9:16 AM","521","72","37","593","107","320","94"
"2020-10-18 10:36 PM","2020-10-19 6:13 AM","415","42","3","457","N/A","N/A","N/A"
"2020-10-19 10:52 PM","2020-10-20 5:55 AM","406","17","2","423","N/A","N/A","N/A"
"2020-10-21 12:13 AM","2020-10-21 7:36 AM","408","35","1","443","N/A","N/A","N/A"
"2020-10-22 1:11 AM","2020-10-22 7:43 AM","345","47","25","392","78","195","72"
"2020-10-22 10:07 PM","2020-10-23 8:54 AM","548","98","42","646","72","309","167"
"2020-10-24 12:19 AM","2020-10-24 8:33 AM","424","69","30","493","52","294","78"
"2020-10-24 10:35 PM","2020-10-25 4:40 AM","314","51","23","365","64","183","67"
"2020-10-25 7:37 AM","2020-10-25 8:44 AM","63","3","0","67","N/A","N/A","N/A"
"2020-10-25 10:19 PM","2020-10-26 7:46 AM","532","35","3","567","N/A","N/A","N/A"
"2020-10-26 10:42 PM","2020-10-27 7:41 AM","491","48","3","539","N/A","N/A","N/A"
"2020-10-27 10:48 PM","2020-10-28 7:30 AM","455","66","3","521","N/A","N/A","N/A"
"2020-10-28 11:14 PM","2020-10-29 8:30 AM","501","55","34","556","74","315","112"
"2020-10-29 11:09 PM","2020-10-30 6:36 AM","372","75","20","447","62","222","88"
"2020-10-30 11:17 PM","2020-10-31 8:49 AM","483","89","26","572","87","302","94"
"2020-10-31 11:17 PM","2020-11-01 7:37 AM","432","67","22","499","81","244","107"
"2020-11-01 11:05 PM","2020-11-02 8:29 AM","469","94","32","563","102","234","133"
"2020-11-02 11:21 PM","2020-11-03 8:16 AM","451","84","28","535","81","265","105"
"2020-11-03 11:31 PM","2020-11-04 7:08 AM","402","55","24","457","110","263","29"
"2020-11-04 10:39 PM","2020-11-05 7:27 AM","457","71","38","528","59","278","120"
"2020-11-05 10:41 PM","2020-11-06 5:47 AM","358","68","17","426","36","251","71"
"2020-11-06 10:19 PM","2020-11-07 3:58 AM","280","59","8","339","15","188","77"
"2020-11-08 9:00 PM","2020-11-09 3:59 AM","394","25","1","419","N/A","N/A","N/A"
"2020-11-09 8:28 PM","2020-11-10 3:58 AM","427","23","1","450","N/A","N/A","N/A"
"2020-11-10 9:51 PM","2020-11-11 3:59 AM","355","12","0","367","N/A","N/A","N/A"
"2020-11-11 11:39 AM","2020-11-11 1:09 PM","79","11","2","90","N/A","N/A","N/A"
"2020-11-11 9:42 PM","2020-11-12 7:00 AM","457","101","48","558","42","313","102"
"2020-11-12 8:35 PM","2020-11-13 3:59 AM","376","67","27","443","52","249","75"
"2020-11-13 9:01 PM","2020-11-14 3:58 AM","339","78","21","417","65","181","93"
"2020-11-14 8:49 PM","2020-11-15 6:31 AM","483","99","34","582","51","323","109"
"2020-11-15 9:05 PM","2020-11-16 4:18 AM","353","80","19","433","19","251","83"
"2020-11-16 5:32 AM","2020-11-16 7:25 AM","109","4","0","113","N/A","N/A","N/A"
"2020-11-16 10:52 PM","2020-11-17 6:42 AM","432","38","25","470","77","271","84"
"2020-11-17 10:11 PM","2020-11-18 7:32 AM","449","112","34","561","78","213","158"
"2020-11-18 10:14 PM","2020-11-19 7:44 AM","502","67","45","569","87","263","152"
"2020-11-19 9:22 PM","2020-11-20 6:40 AM","458","100","31","558","54","260","144"
"2020-11-20 10:09 PM","2020-11-21 6:18 AM","428","60","37","488","95","200","133"
"2020-11-21 10:48 PM","2020-11-22 8:06 AM","526","31","1","557","N/A","N/A","N/A"
"2020-11-22 10:23 PM","2020-11-23 7:20 AM","515","21","2","536","N/A","N/A","N/A"
"2020-11-23 10:08 PM","2020-11-24 7:33 AM","526","39","2","565","N/A","N/A","N/A"
"2020-11-24 10:25 PM","2020-11-25 4:23 AM","317","40","16","357","45","200","72"
"2020-11-25 5:37 AM","2020-11-25 7:51 AM","130","4","0","134","N/A","N/A","N/A"
"2020-11-25 10:24 PM","2020-11-26 6:55 AM","454","57","30","511","130","234","90"
"2020-11-26 10:38 PM","2020-11-27 6:56 AM","432","65","32","497","44","268","120"
"2020-11-27 10:36 PM","2020-11-28 6:54 AM","440","57","30","497","86","252","102"
"2020-11-28 11:02 PM","2020-11-29 8:17 AM","475","80","43","555","45","285","145"
"2020-11-29 10:43 PM","2020-11-30 8:13 AM","480","90","29","570","64","307","109"
"2020-11-30 11:38 PM","2020-12-01 7:57 AM","471","28","1","499","N/A","N/A","N/A"
"2020-12-01 10:46 PM","2020-12-02 6:47 AM","462","15","2","481","N/A","N/A","N/A"
"2020-12-02 10:04 PM","2020-12-03 7:21 AM","465","92","28","557","52","324","89"
"2020-12-03 10:03 PM","2020-12-04 8:03 AM","494","105","32","599","42","329","123"
"2020-12-14 10:06 PM","2020-12-15 6:34 AM","483","21","1","508","N/A","N/A","N/A"
"2020-12-15 9:52 PM","2020-12-16 7:00 AM","521","27","1","548","N/A","N/A","N/A"
"2020-12-16 11:23 PM","2020-12-17 7:32 AM","458","31","1","489","N/A","N/A","N/A"
"2020-12-17 11:22 PM","2020-12-18 6:44 AM","417","23","1","441","N/A","N/A","N/A"
"2020-12-18 10:26 PM","2020-12-19 8:05 AM","505","73","34","578","84","356","65"
"2020-12-19 11:24 PM","2020-12-20 8:31 AM","479","68","37","547","23","326","130"
"2020-12-20 10:30 PM","2020-12-21 3:39 AM","279","30","14","309","49","137","93"
"2020-12-21 10:06 PM","2020-12-22 8:13 AM","533","74","42","607","101","288","144"
"2020-12-22 9:28 PM","2020-12-23 6:38 AM","477","73","35","550","33","335","109"
"2020-12-23 10:05 PM","2020-12-24 7:37 AM","503","69","41","572","103","267","133"
"2020-12-24 10:11 PM","2020-12-25 6:51 AM","471","48","36","519","84","316","71"
"2020-12-25 10:34 PM","2020-12-26 7:59 AM","541","23","0","564","N/A","N/A","N/A"
"2020-12-26 9:25 PM","2020-12-27 6:45 AM","513","47","2","560","N/A","N/A","N/A"
"2020-12-27 10:42 PM","2020-12-28 6:34 AM","432","36","4","472","N/A","N/A","N/A"
"2020-12-28 10:44 PM","2020-12-29 6:31 AM","406","61","23","467","57","274","75"
"2020-12-29 11:52 PM","2020-12-30 8:25 AM","438","75","33","513","94","292","52"
"2020-12-30 10:39 PM","2020-12-31 7:20 AM","437","83","35","520","77","315","45"
"2020-12-31 11:04 PM","2021-01-01 3:49 AM","246","39","22","285","17","208","21"
"2021-01-01 6:32 AM","2021-01-01 9:32 AM","159","21","11","180","6","129","24"
"2021-01-01 10:36 PM","2021-01-02 9:01 AM","527","98","32","625","76","380","71"
"2021-01-02 11:06 PM","2021-01-03 8:31 AM","498","66","43","564","68","330","100"
"2021-01-03 9:44 PM","2021-01-04 7:50 AM","526","80","43","606","60","387","79"
"2021-01-04 10:12 PM","2021-01-05 8:01 AM","498","91","35","589","61","376","61"
"2021-01-05 9:44 PM","2021-01-06 8:30 AM","535","111","30","646","56","368","111"
"2021-01-06 10:45 PM","2021-01-07 7:52 AM","511","36","2","547","N/A","N/A","N/A"
"2021-01-06 10:45 PM","2021-01-07 7:52 AM","511","36","2","547","N/A","N/A","N/A"
"2021-01-07 10:22 PM","2021-01-08 7:38 AM","513","43","3","556","N/A","N/A","N/A"
"2021-01-08 10:57 PM","2021-01-09 7:51 AM","504","23","2","534","N/A","N/A","N/A"
"2021-01-09 11:01 PM","2021-01-10 7:54 AM","501","32","1","533","N/A","N/A","N/A"
"2021-01-11 1:10 AM","2021-01-11 7:56 AM","336","70","26","406","32","239","65"
"2021-01-11 10:29 PM","2021-01-12 7:58 AM","495","73","27","568","84","319","92"
"2021-01-12 9:56 PM","2021-01-13 6:45 AM","476","53","22","529","74","319","83"
"2021-01-13 10:00 PM","2021-01-14 7:47 AM","505","82","29","587","62","337","106"
"2021-01-14 9:58 PM","2021-01-15 8:04 AM","527","79","39","606","81","331","115"
"2021-01-15 10:24 PM","2021-01-16 6:50 AM","475","25","2","505","N/A","N/A","N/A"
"2021-01-16 10:49 PM","2021-01-17 7:26 AM","442","75","27","517","55","297","90"
"2021-01-17 10:47 PM","2021-01-18 7:30 AM","463","60","32","523","75","308","80"
"2021-01-18 10:03 PM","2021-01-19 7:10 AM","477","70","27","547","145","235","97"
"2021-01-19 10:17 PM","2021-01-20 7:22 AM","498","47","22","545","139","255","104"
