Activities
Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"2020-05-11","2,549","6,946","3","1","145","202","33","20","1,249"
"2020-05-12","2,441","5,002","2","0","194","207","23","10","1,141"
"2020-05-13","2,167","4,622","2","0","805","140","3","12","867"
"2020-05-14","2,580","6,074","2","1","179","293","0","0","1,280"
"2020-05-15","2,920","8,482","3","1","164","290","18","23","1,620"
"2020-05-16","2,346","5,118","2","0","700","182","18","14","1,046"
"2020-05-17","2,844","8,430","3","5","536","245","66","17","1,544"
"2020-05-18","2,262","4,420","2","0","701","198","0","0","962"
"2020-05-19","2,553","8,749","4","2","680","210","18","31","1,253"
"2020-05-20","2,379","5,665","2","0","94","233","8","0","1,079"
"2020-05-21","2,608","8,572","3","1","147","236","14","20","1,308"
"2020-05-22","2,535","6,690","3","0","187","244","1","13","1,235"
"2020-05-23","2,794","11,164","5","39","639","244","23","42","1,494"
"2020-05-24","3,008","13,579","6","130","33","195","40","60","1,708"
"2020-05-25","3,355","17,943","8","69","0","270","60","78","2,055"
"2020-05-26","2,360","5,438","2","0","274","214","0","0","1,060"
"2020-05-27","2,486","7,155","3","0","728","189","4","29","1,186"
"2020-05-28","2,456","6,050","2","1","667","234","0","0","1,156"
"2020-05-29","2,828","8,483","3","2","146","265","30","14","1,528"
"2020-05-30","2,566","7,146","3","1","278","140","31","46","1,266"
"2020-05-31","1,613","0","0","2","1,440","0","0","0","313"
"2020-06-01","1,613","0","0","0","1,353","0","0","0","313"
"2020-06-02","2,320","6,527","2","2","766","154","9","25","1,020"
"2020-06-03","2,392","6,547","2","0","686","214","10","10","1,092"
"2020-06-04","2,366","5,795","2","2","698","212","0","0","1,066"
"2020-06-05","2,887","8,470","3","0","584","222","74","25","1,587"
"2020-06-06","3,093","12,345","5","110","619","202","84","45","1,793"
"2020-06-07","2,193","3,999","1","0","17","192","4","5","893"
"2020-06-08","2,238","4,568","2","3","252","162","5","5","938"
"2020-06-09","2,445","8,579","3","2","705","166","9","35","1,145"
"2020-06-10","2,188","3,853","1","0","242","162","0","0","888"
"2020-06-11","2,450","7,532","3","1","192","257","0","0","1,150"
"2020-06-12","2,409","5,028","2","1","731","196","2","14","1,109"
"2020-06-13","3,143","14,788","6","114","626","197","44","89","1,843"
"2020-06-14","3,267","10,008","4","12","15","240","144","26","1,967"
"2020-06-15","1,852","1,916","0","1","509","61","0","0","552"
"2020-06-16","1,613","0","0","1","1,407","0","0","0","313"
"2020-06-17","2,294","6,079","2","3","742","163","25","10","994"
"2020-06-18","2,526","8,118","3","2","689","237","14","11","1,226"
"2020-06-19","2,583","7,952","3","4","645","233","5","20","1,283"
"2020-06-20","3,066","14,435","6","152","651","258","41","57","1,766"
"2020-06-21","2,958","9,734","4","1","459","251","85","29","1,658"
"2020-06-22","2,269","5,747","2","1","211","192","0","0","969"
"2020-06-23","2,232","4,846","2","0","226","194","0","0","932"
"2020-06-24","2,390","6,308","2","2","694","242","0","0","1,090"
"2020-06-25","2,433","7,052","3","2","704","210","15","5","1,133"
"2020-06-26","2,957","9,970","4","1","622","314","36","10","1,657"
"2020-06-27","3,043","14,559","6","47","0","239","74","46","1,743"
"2020-06-28","2,647","10,351","4","16","0","140","51","40","1,347"
"2020-06-29","2,285","5,830","2","0","271","219","0","0","985"
"2020-06-30","2,320","6,508","2","1","712","191","1","15","1,020"
"2020-07-01","2,434","6,460","2","4","190","224","22","1","1,134"
"2020-07-02","2,486","7,652","3","4","178","263","18","3","1,186"
"2020-07-03","2,828","9,058","4","1","94","253","29","38","1,528"
"2020-07-04","4,245","16,276","7","5","0","173","272","122","2,945"
"2020-07-05","3,683","17,065","7","3","0","199","124","122","2,383"
"2020-07-06","4,254","20,859","9","0","0","319","276","63","2,954"
"2020-07-07","3,222","11,022","5","0","0","185","158","33","1,922"
"2020-07-08","2,609","10,932","5","67","89","180","40","35","1,309"
"2020-07-09","2,697","12,215","5","100","137","136","42","52","1,397"
"2020-07-10","2,015","2,466","1","2","289","117","0","0","715"
"2020-07-11","2,882","14,432","6","24","0","237","19","68","1,582"
"2020-07-12","2,826","10,833","4","8","51","209","50","53","1,526"
"2020-07-13","3,148","16,635","7","39","0","179","47","106","1,848"
"2020-07-14","2,592","9,368","4","4","12","217","37","17","1,292"
"2020-07-15","3,033","11,261","5","10","12","281","77","15","1,733"
"2020-07-16","2,864","10,002","4","13","0","217","65","32","1,564"
"2020-07-17","3,444","17,762","8","5","386","267","128","47","2,144"
"2020-07-18","3,295","14,337","6","9","425","223","141","43","1,995"
"2020-07-19","2,377","7,464","3","9","607","239","18","3","1,077"
"2020-07-20","2,753","6,491","2","2","0","273","38","17","1,453"
"2020-07-21","2,796","10,216","4","12","37","196","52","59","1,496"
"2020-07-22","2,206","5,981","2","2","218","151","1","29","906"
"2020-07-23","2,532","8,232","3","7","89","215","30","8","1,232"
"2020-07-24","3,096","10,796","4","5","147","200","101","49","1,796"
"2020-07-25","2,532","7,810","4","10","146","129","45","33","1,232"
"2020-07-26","2,778","9,643","4","5","0","263","42","21","1,478"
"2020-07-27","2,762","7,713","3","8","560","251","32","29","1,462"
"2020-07-28","2,623","9,886","5","18","646","218","16","26","1,323"
"2020-07-29","2,657","8,810","4","2","221","225","2","31","1,357"
"2020-07-30","2,545","5,941","2","9","65","203","22","28","1,245"
"2020-07-31","2,725","8,643","4","9","103","145","53","43","1,425"
"2020-08-01","3,215","13,048","5","9","0","295","73","40","1,915"
"2020-08-02","2,724","10,071","4","5","0","221","38","28","1,424"
"2020-08-03","2,942","11,202","5","4","47","222","110","32","1,642"
"2020-08-04","3,171","13,066","5","10","19","300","72","45","1,871"
"2020-08-05","1,613","0","0","4","1,440","0","0","0","313"
"2020-08-06","1,613","0","0","5","1,440","0","0","0","313"
"2020-08-07","1,613","0","0","3","1,440","0","0","0","313"
"2020-08-08","1,613","0","0","3","1,440","0","0","0","313"
"2020-08-09","1,613","0","0","4","1,440","0","0","0","313"
"2020-08-10","1,613","0","0","4","1,440","0","0","0","313"
"2020-08-11","1,738","816","0","2","1,359","49","0","0","438"
"2020-08-12","2,374","4,657","2","5","720","198","20","7","1,074"
"2020-08-13","3,262","8,041","3","1","414","337","92","19","1,962"
"2020-08-14","2,392","4,792","2","3","693","218","0","0","1,092"
"2020-08-15","2,593","7,859","3","4","10","196","34","22","1,293"
"2020-08-16","2,835","10,900","4","74","947","193","29","57","1,535"
"2020-08-17","3,024","8,587","3","17","0","222","98","27","1,724"
"2020-08-18","3,615","14,290","6","14","464","295","108","86","2,315"
"2020-08-19","4,491","23,620","10","49","308","286","196","153","3,191"
"2020-08-20","4,446","21,779","9","39","0","332","216","116","3,146"
"2020-08-21","4,388","21,912","10","29","0","269","221","126","3,088"
"2020-08-22","3,628","19,148","8","17","19","259","150","73","2,328"
"2020-08-23","2,608","9,085","4","15","79","272","10","19","1,308"
"2020-08-24","2,679","7,732","3","14","639","221","39","41","1,379"
"2020-08-25","2,760","6,183","2","3","81","214","70","11","1,460"
"2020-08-26","2,469","5,875","2","3","25","274","0","0","1,169"
"2020-08-27","2,481","6,857","3","4","10","250","9","15","1,181"
"2020-08-28","2,690","10,565","4","20","73","163","36","56","1,390"
"2020-08-29","2,580","7,707","3","6","0","281","17","1","1,280"
"2020-08-30","2,515","8,220","3","12","0","170","43","28","1,215"
"2020-08-31","2,464","7,540","3","10","622","231","6","14","1,164"
"2020-09-01","2,635","9,433","4","26","368","222","31","22","1,335"
"2020-09-02","2,039","2,812","1","0","269","155","0","0","739"
"2020-09-03","1,613","0","0","4","1,440","0","0","0","313"
"2020-09-04","1,613","0","0","9","1,440","0","0","0","313"
"2020-09-05","1,613","0","0","9","1,440","0","0","0","313"
"2020-09-06","1,613","0","0","24","1,440","0","0","0","313"
"2020-09-07","1,613","0","0","9","1,440","0","0","0","313"
"2020-09-08","1,613","0","0","9","1,440","0","0","0","313"
"2020-09-09","1,613","0","0","8","1,440","0","0","0","313"
"2020-09-10","1,613","0","0","6","1,440","0","0","0","313"
"2020-09-11","1,613","0","0","19","1,440","0","0","0","313"
"2020-09-12","1,867","1,600","0","42","1,330","89","0","0","567"
"2020-09-13","2,752","9,349","4","34","613","270","14","25","1,452"
"2020-09-14","2,789","10,945","5","7","575","247","49","32","1,489"
