Activities
Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"2019-04-07","3,284","12,899","5","0","465","427","40","14","1,984"
"2019-04-08","3,116","15,049","6","77","556","223","45","77","1,816"
"2019-04-09","3,351","17,209","8","11","122","243","112","59","2,051"
"2019-04-10","2,398","6,487","2","7","697","208","21","0","1,098"
"2019-04-11","3,171","19,308","8","97","578","188","65","80","1,871"
"2019-04-12","3,663","26,454","12","57","481","350","141","32","2,363"
"2019-04-13","3,538","19,660","8","102","225","305","53","86","2,238"
"2019-04-14","2,612","8,387","3","7","457","242","16","7","1,312"
"2019-04-15","1,627","0","0","6","1,440","0","0","0","327"
"2019-04-16","1,627","0","0","14","1,440","0","0","0","327"
"2019-04-17","1,627","0","0","0","1,440","0","0","0","327"
"2019-04-18","1,627","0","0","1","1,440","0","0","0","327"
"2019-04-19","1,627","0","0","1","1,440","0","0","0","327"
"2019-04-20","1,627","0","0","3","1,440","0","0","0","327"
"2019-04-21","1,627","0","0","1","1,440","0","0","0","327"
"2019-04-22","1,627","0","0","4","1,440","0","0","0","327"
"2019-04-23","1,627","0","0","9","1,440","0","0","0","327"
"2019-04-24","1,627","0","0","8","1,440","0","0","0","327"
"2019-04-25","1,627","0","0","4","1,440","0","0","0","327"
"2019-04-26","1,627","0","0","1","1,440","0","0","0","327"
"2019-04-27","4,397","25,119","11","0","729","204","367","71","3,097"
"2019-04-28","4,160","18,028","8","2","422","162","374","45","2,860"
"2019-04-29","2,414","7,680","3","3","624","170","41","9","1,114"
"2019-04-30","2,638","8,015","3","6","712","253","24","8","1,338"
"2019-05-01","2,341","7,684","3","3","736","154","27","15","1,041"
"2019-05-02","3,087","11,188","5","2","173","225","100","37","1,787"
"2019-05-03","2,760","10,355","4","8","205","265","19","10","1,460"
"2019-05-04","2,817","9,952","4","0","600","221","36","44","1,517"
"2019-05-05","3,540","19,510","8","4","120","239","107","92","2,240"
"2019-05-06","2,825","12,147","6","8","187","178","42","53","1,525"
"2019-05-07","2,979","12,356","6","4","735","213","72","32","1,679"
"2019-05-08","2,329","6,628","3","10","742","150","3","23","1,029"
"2019-05-09","3,455","21,292","9","8","499","245","123","90","2,155"
"2019-05-10","2,753","10,603","5","4","221","221","19","29","1,453"
"2019-05-11","2,745","10,635","4","4","189","234","38","40","1,445"
"2019-05-12","3,250","17,410","7","8","34","207","145","34","1,950"
"2019-05-13","2,412","7,780","3","3","260","217","3","7","1,112"
"2019-05-14","3,593","17,565","8","3","131","359","81","43","2,293"
"2019-05-15","2,517","8,085","3","4","303","235","15","5","1,217"
"2019-05-16","2,884","9,154","4","7","212","245","70","7","1,584"
"2019-05-17","2,294","6,816","3","4","362","177","0","0","994"
"2019-05-18","3,173","13,986","6","4","334","268","66","44","1,873"
"2019-05-19","3,015","10,610","4","6","115","318","31","36","1,715"
"2019-05-20","2,796","9,047","4","7","275","242","46","7","1,496"
"2019-05-21","2,649","11,312","5","5","723","181","16","33","1,349"
"2019-05-22","2,868","10,342","4","5","694","279","36","14","1,568"
"2019-05-23","2,657","10,231","4","6","761","249","20","19","1,357"
"2019-05-24","2,533","8,115","3","1","293","187","43","21","1,233"
"2019-05-25","3,092","10,659","4","1","157","281","83","17","1,792"
"2019-05-26","1,657","122","0","4","417","15","0","0","357"
"2019-05-27","3,665","19,950","9","3","440","323","108","62","2,365"
"2019-05-28","2,683","11,410","5","4","830","173","6","39","1,383"
"2019-05-29","2,386","7,265","3","3","758","224","0","0","1,086"
"2019-05-30","2,762","9,702","4","8","721","316","0","0","1,462"
"2019-05-31","2,277","7,018","3","4","585","191","0","0","977"
"2019-06-01","3,056","12,257","5","1","0","303","59","21","1,756"
"2019-06-02","3,223","13,547","6","1","593","338","83","16","1,923"
"2019-06-03","2,713","12,205","6","8","823","197","12","32","1,413"
"2019-06-04","2,631","10,057","4","9","417","224","10","3","1,331"
"2019-06-05","2,931","11,818","5","13","721","279","31","4","1,631"
"2019-06-06","2,451","9,521","4","10","347","178","18","16","1,151"
"2019-06-07","3,458","12,640","5","11","528","398","70","15","2,158"
"2019-06-08","3,428","13,088","5","11","448","373","86","14","2,128"
"2019-06-09","2,770","9,251","4","2","454","319","23","5","1,470"
"2019-06-10","2,240","5,741","2","9","232","146","9","8","940"
"2019-06-11","1,659","0","0","10","1,430","10","0","0","359"
"2019-06-12","2,045","3,562","1","6","1,278","126","0","0","745"
"2019-06-13","2,889","8,657","3","12","686","244","23","28","1,589"
"2019-06-14","2,945","12,742","5","10","621","222","40","62","1,645"
"2019-06-15","3,241","14,240","6","2","515","264","121","32","1,941"
"2019-06-16","3,615","17,598","8","2","195","344","83","76","2,315"
"2019-06-17","2,492","9,374","4","8","528","197","3","12","1,192"
"2019-06-18","2,002","3,455","1","7","558","68","11","10","702"
"2019-06-19","2,482","4,187","1","8","1,157","129","44","23","1,182"
"2019-06-20","2,709","9,309","4","21","757","269","10","1","1,409"
"2019-06-21","2,258","4,609","2","1","621","178","15","0","958"
"2019-06-22","2,956","10,451","4","4","657","301","45","28","1,656"
"2019-06-23","2,839","10,952","5","1","709","274","36","25","1,539"
"2019-06-24","2,418","7,582","3","12","391","211","0","0","1,118"
"2019-06-25","2,834","10,325","4","15","374","238","38","26","1,534"
"2019-06-26","1,627","0","0","27","1,440","0","0","0","327"
"2019-06-27","2,042","3,736","1","10","1,267","115","0","0","742"
"2019-06-28","2,497","7,519","3","7","747","239","0","0","1,197"
"2019-06-29","2,355","4,541","2","0","822","186","20","2","1,055"
"2019-06-30","2,278","4,551","2","1","826","180","16","11","978"
"2019-07-01","2,797","8,936","4","5","312","256","38","0","1,497"
"2019-07-02","2,438","6,861","3","9","443","208","6","5","1,138"
"2019-07-03","2,530","8,321","3","13","496","141","33","23","1,230"
"2019-07-04","2,289","7,053","3","4","890","154","5","30","989"
"2019-07-05","3,218","19,055","8","42","586","212","50","97","1,918"
"2019-07-06","2,319","7,592","3","9","726","160","7","28","1,019"
"2019-07-07","3,194","19,638","8","26","656","211","50","90","1,894"
"2019-07-08","2,416","8,835","4","15","308","128","13","43","1,116"
"2019-07-09","2,282","4,787","2","12","365","167","10","0","982"
"2019-07-10","1,627","0","0","27","1,440","0","0","0","327"
"2019-07-11","1,627","0","0","8","1,440","0","0","0","327"
"2019-07-12","1,627","0","0","7","1,440","0","0","0","327"
"2019-07-13","2,046","2,845","1","2","1,315","125","0","0","746"
"2019-07-14","3,021","10,282","4","0","922","303","59","14","1,721"
"2019-07-15","2,612","9,794","4","28","817","202","7","4","1,312"
"2019-07-16","2,409","7,122","3","14","840","210","0","0","1,109"
"2019-07-17","2,712","8,504","3","16","699","253","17","0","1,412"
"2019-07-18","2,570","8,278","3","13","329","247","0","0","1,270"
"2019-07-19","2,584","9,684","4","16","467","209","24","10","1,284"
"2019-07-20","2,711","7,832","3","10","335","271","29","3","1,411"
"2019-07-21","1,627","0","0","6","1,440","0","0","0","327"
"2019-07-22","1,627","0","0","7","1,440","0","0","0","327"
"2019-07-23","2,061","3,129","1","10","1,257","89","25","0","761"
"2019-07-24","3,501","13,303","6","9","514","304","93","44","2,201"
"2019-07-25","3,606","14,659","6","7","531","317","110","34","2,306"
"2019-07-26","3,340","13,871","6","5","711","304","94","22","2,040"
"2019-07-27","2,412","5,857","2","4","709","246","0","0","1,112"
"2019-07-28","2,376","5,700","2","9","115","227","6","1","1,076"
"2019-07-29","2,472","6,715","3","5","211","227","11","4","1,172"
"2019-07-30","1,653","0","0","10","1,433","7","0","0","353"
"2019-07-31","2,095","4,680","2","19","1,287","137","0","0","795"
"2019-08-01","2,693","8,159","3","8","782","237","27","19","1,393"
"2019-08-02","2,570","9,189","4","10","683","203","28","8","1,270"
"2019-08-03","2,463","6,925","3","0","796","251","0","0","1,163"
"2019-08-04","2,432","7,451","3","2","763","235","7","7","1,132"
"2019-08-05","2,639","10,332","4","31","282","205","18","13","1,339"
"2019-08-06","2,887","11,347","5","16","275","237","41","19","1,587"
"2019-08-07","2,670","10,639","5","26","308","190","31","25","1,370"
"2019-08-08","2,623","10,381","4","19","385","166","40","38","1,323"
"2019-08-09","3,428","13,571","6","9","211","395","73","9","2,128"
"2019-08-10","3,780","16,513","7","12","74","360","158","26","2,480"
"2019-08-11","2,793","10,169","4","4","170","247","57","12","1,493"
"2019-08-12","2,640","10,500","4","31","711","250","31","4","1,340"
"2019-08-13","2,715","11,822","5","28","290","190","25","29","1,415"
"2019-08-14","2,870","12,943","6","27","279","258","15","24","1,570"
"2019-08-15","2,824","10,436","5","8","244","254","7","25","1,524"
"2019-08-16","2,660","10,369","5","6","196","202","22","29","1,360"
"2019-08-17","2,664","11,424","5","1","215","206","4","46","1,364"
"2019-08-18","2,971","11,859","5","0","607","325","27","23","1,671"
"2019-08-19","2,544","11,328","5","34","230","159","12","38","1,244"
"2019-08-20","2,741","13,351","6","39","330","185","7","43","1,441"
"2019-08-21","2,841","12,572","6","19","275","208","15","49","1,541"
"2019-08-22","2,674","10,798","4","19","207","240","20","18","1,374"
"2019-08-23","2,707","10,630","5","25","243","261","1","15","1,407"
"2019-08-24","2,988","11,178","5","2","191","379","25","3","1,688"
"2019-08-25","3,648","23,836","10","105","112","231","53","140","2,348"
"2019-08-26","2,735","11,437","5","24","807","164","25","44","1,435"
"2019-08-27","2,619","11,666","5","19","763","189","6","24","1,319"
"2019-08-28","2,583","10,441","4","12","367","186","25","35","1,283"
"2019-08-29","2,728","12,195","6","13","414","163","7","53","1,428"
"2019-08-30","2,811","16,591","8","56","287","122","8","89","1,511"
"2019-08-31","3,012","14,602","6","8","179","228","47","67","1,712"
"2019-09-01","2,632","11,182","5","15","128","212","16","35","1,332"
"2019-09-02","2,474","10,206","5","33","199","122","9","50","1,174"
"2019-09-03","2,668","11,215","5","16","637","145","15","54","1,368"
"2019-09-04","2,936","13,392","6","32","724","221","17","34","1,636"
"2019-09-05","2,767","11,165","5","22","385","213","24","23","1,467"
"2019-09-06","2,618","11,061","5","40","181","217","7","32","1,318"
"2019-09-07","2,796","10,940","5","0","680","301","6","34","1,496"
"2019-09-08","2,980","11,049","5","4","118","343","41","11","1,680"
