Activities
Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"2018-04-25","3,531","17,538","8","2","0","298","192","31","2,231"
"2018-04-26","3,753","20,167","9","11","0","336","131","54","2,453"
"2018-04-27","4,132","18,765","8","77","0","342","198","51","2,832"
"2018-04-28","3,658","15,947","7","24","83","293","136","61","2,358"
"2018-04-29","4,543","17,000","7","15","0","356","354","30","3,243"
"2018-04-30","3,311","14,987","6","21","167","270","108","43","2,011"
"2018-05-01","3,529","11,896","5","6","0","407","99","12","2,229"
"2018-05-02","2,351","6,367","2","3","384","200","8","1","1,051"
"2018-05-03","2,903","10,056","4","17","632","266","54","10","1,603"
"2018-05-04","3,143","11,301","5","26","624","289","43","49","1,843"
"2018-05-05","3,145","12,258","5","17","0","286","44","36","1,845"
"2018-05-06","2,571","7,009","3","3","193","259","8","0","1,271"
"2018-05-07","3,685","16,786","7","3","0","496","84","16","2,385"
"2018-05-08","3,015","12,612","5","93","332","189","124","30","1,715"
"2018-05-09","2,595","4,355","1","2","45","319","0","0","1,295"
"2018-05-10","2,397","4,807","2","2","0","198","12","1","1,097"
"2018-05-11","2,295","4,715","2","1","536","194","10","0","995"
"2018-05-12","3,001","8,916","4","5","603","309","69","4","1,701"
"2018-05-13","2,410","6,820","3","2","627","249","0","0","1,110"
"2018-05-14","3,364","16,991","7","89","0","211","48","114","2,064"
"2018-05-15","2,301","6,953","3","1","335","183","5","5","1,001"
"2018-05-16","4,171","17,206","7","6","0","373","238","23","2,871"
"2018-05-17","2,899","12,275","5","7","518","273","54","13","1,599"
"2018-05-18","3,832","20,369","9","5","0","522","97","8","2,532"
"2018-05-19","3,711","18,020","8","5","472","468","93","15","2,411"
"2018-05-20","4,436","26,679","12","7","338","477","202","46","3,136"
"2018-05-21","3,597","19,413","8","12","196","433","81","15","2,297"
"2018-05-22","2,350","4,843","2","10","81","150","32","17","1,050"
"2018-05-23","2,860","10,355","4","28","139","269","37","16","1,560"
"2018-05-24","3,587","20,635","9","91","546","281","72","83","2,287"
"2018-05-25","3,363","12,713","5","5","564","243","154","23","2,063"
"2018-05-26","3,990","19,427","8","18","0","416","171","18","2,690"
"2018-05-27","4,189","20,413","9","10","366","364","194","66","2,889"
"2018-05-28","2,910","11,203","5","11","101","282","47","10","1,610"
"2018-05-29","2,425","7,171","3","22","114","227","0","0","1,125"
"2018-05-30","2,239","4,882","2","12","773","175","8","8","939"
"2018-05-31","2,801","9,874","4","16","137","248","48","14","1,501"
"2018-06-01","2,852","9,055","4","32","200","227","20","45","1,552"
"2018-06-02","2,819","13,797","6","26","160","224","26","46","1,519"
"2018-06-03","4,008","24,977","11","323","481","216","42","213","2,708"
"2018-06-04","3,277","13,204","6","26","193","245","91","51","1,977"
"2018-06-05","3,188","14,743","6","23","1,068","282","39","51","1,888"
"2018-06-06","3,408","11,878","5","9","130","264","88","59","2,108"
"2018-06-07","3,100","10,382","4","4","39","281","94","15","1,800"
"2018-06-08","3,787","16,022","7","4","386","345","193","23","2,487"
"2018-06-09","4,000","16,548","7","12","0","319","217","42","2,700"
"2018-06-10","4,944","23,594","10","28","0","383","327","82","3,644"
"2018-06-11","3,974","18,384","8","9","0","287","236","34","2,674"
"2018-06-12","3,583","16,006","7","178","267","244","91","84","2,283"
"2018-06-13","5,529","36,384","16","293","236","260","392","173","4,229"
"2018-06-14","3,835","20,127","9","177","572","286","101","105","2,535"
"2018-06-15","4,347","24,802","11","191","0","240","227","114","3,047"
"2018-06-16","4,314","24,551","11","64","0","269","112","146","3,014"
"2018-06-17","2,579","5,500","2","4","202","214","60","6","1,279"
"2018-06-18","2,242","2,733","1","5","413","156","0","0","942"
"2018-06-19","2,203","3,813","1","3","89","165","20","0","903"
"2018-06-20","2,314","4,319","1","1","487","183","10","5","1,014"
"2018-06-21","2,676","9,105","4","30","166","187","88","17","1,376"
"2018-06-22","3,437","12,054","5","27","428","332","62","52","2,137"
"2018-06-23","4,035","19,677","9","1","0","378","182","44","2,735"
"2018-06-24","3,761","18,643","8","6","458","390","138","31","2,461"
"2018-06-25","2,427","4,225","1","4","699","184","20","3","1,127"
"2018-06-26","2,757","7,862","3","5","715","296","21","7","1,457"
"2018-06-27","3,924","18,284","8","22","0","386","167","28","2,624"
"2018-06-28","3,326","14,165","6","5","339","232","134","37","2,026"
"2018-06-29","3,453","19,194","8","12","1,043","218","87","92","2,153"
"2018-06-30","2,781","14,729","6","9","124","287","23","16","1,481"
"2018-07-01","3,841","24,979","11","111","546","241","83","138","2,541"
"2018-07-02","4,244","20,566","9","221","586","288","126","145","2,944"
"2018-07-03","3,602","21,163","9","49","400","304","70","90","2,302"
"2018-07-04","2,995","12,653","5","32","0","249","53","33","1,695"
"2018-07-05","3,179","28,254","12","33","0","269","64","50","1,879"
"2018-07-06","4,818","26,135","11","473","193","273","193","181","3,518"
"2018-07-07","5,017","27,629","12","310","80","243","212","222","3,717"
"2018-07-08","3,176","12,647","5","26","70","278","82","28","1,876"
"2018-07-09","4,500","35,518","16","147","0","231","176","189","3,200"
"2018-07-10","4,907","35,635","16","99","0","219","179","253","3,607"
"2018-07-11","4,250","30,292","13","217","3","212","139","175","2,950"
"2018-07-12","5,258","27,508","12","442","0","230","160","302","3,958"
"2018-07-13","2,698","13,063","5","42","146","195","28","55","1,398"
"2018-07-14","3,458","15,632","7","41","559","277","77","52","2,158"
"2018-07-15","3,264","13,943","6","13","236","256","105","31","1,964"
"2018-07-16","2,757","17,148","7","41","114","322","13","9","1,457"
"2018-07-17","3,838","17,472","7","38","447","310","125","80","2,538"
"2018-07-18","3,223","14,263","6","64","149","249","92","44","1,923"
"2018-07-19","3,246","14,799","6","39","0","300","80","37","1,946"
"2018-07-20","2,969","8,844","4","5","566","291","47","22","1,669"
"2018-07-21","2,689","11,682","5","52","505","191","95","3","1,389"
"2018-07-22","3,268","13,001","5","11","0","300","114","17","1,968"
"2018-07-23","2,682","8,058","3","3","310","249","32","7","1,382"
"2018-07-24","3,681","17,007","7","3","22","363","142","19","2,381"
"2018-07-25","2,950","10,776","4","7","136","268","47","23","1,650"
"2018-07-26","2,577","4,012","1","7","450","177","32","3","1,277"
"2018-07-27","3,719","16,504","7","6","216","346","131","39","2,419"
"2018-07-28","3,618","15,261","6","5","335","411","86","14","2,318"
"2018-07-29","3,098","9,644","4","3","379","364","40","7","1,798"
"2018-07-30","3,355","16,632","7","75","628","198","54","53","2,055"
"2018-07-31","3,468","14,668","6","8","476","293","69","78","2,168"
"2018-08-01","3,150","14,091","6","121","148","168","7","130","1,850"
"2018-08-02","2,634","5,206","2","4","343","201","27","8","1,334"
"2018-08-03","4,283","21,816","9","1","23","448","192","33","2,983"
"2018-08-04","1,658","0","0","2","1,428","12","0","0","358"
"2018-08-05","1,642","0","0","6","1,440","0","0","0","342"
"2018-08-06","1,678","427","0","3","1,370","18","0","0","378"
"2018-08-07","2,537","6,135","2","6","649","211","40","6","1,237"
"2018-08-08","2,867","7,450","3","5","560","309","46","1","1,567"
"2018-08-09","2,543","9,704","4","36","597","255","17","21","1,243"
"2018-08-10","3,129","10,196","4","11","273","307","61","5","1,829"
"2018-08-11","3,749","14,029","6","4","230","368","122","31","2,449"
"2018-08-12","3,504","14,736","6","5","462","359","96","29","2,204"
"2018-08-13","3,796","19,178","8","8","0","405","115","31","2,496"
"2018-08-14","4,181","24,255","11","5","145","373","198","61","2,881"
"2018-08-15","2,630","8,140","3","3","363","279","12","0","1,330"
"2018-08-16","3,044","12,209","5","4","903","278","77","23","1,744"
"2018-08-17","3,925","21,854","9","8","584","386","134","38","2,625"
"2018-08-18","3,407","12,698","6","29","609","315","41","57","2,107"
"2018-08-19","2,946","10,682","4","4","546","305","51","1","1,646"
"2018-08-20","2,747","9,915","5","14","251","191","3","43","1,447"
"2018-08-21","3,037","14,557","7","31","173","192","34","67","1,737"
"2018-08-22","3,543","17,235","7","23","0","389","106","19","2,243"
"2018-08-23","2,544","9,953","5","15","194","149","5","42","1,244"
"2018-08-24","2,195","3,781","1","2","189","171","10","1","895"
"2018-08-25","2,410","4,750","2","8","791","189","24","5","1,110"
"2018-08-26","2,574","10,348","5","13","753","128","7","47","1,274"
"2018-08-27","2,751","12,848","6","14","342","147","14","75","1,451"
"2018-08-28","2,724","7,231","3","6","224","207","73","10","1,424"
"2018-08-29","3,464","12,955","5","41","993","294","76","61","2,164"
"2018-08-30","2,989","14,220","7","14","549","225","27","52","1,689"
"2018-08-31","2,939","13,338","6","69","585","198","62","87","1,639"
"2018-09-01","2,797","13,527","6","70","577","236","27","78","1,497"
