Activities
Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"2020-11-08","3,226","17,338","7","37","875","255","63","67","1,926"
"2020-11-09","3,573","19,760","9","17","481","376","81","51","2,273"
"2020-11-10","2,745","10,688","4","21","775","204","61","34","1,445"
"2020-11-11","2,964","13,123","6","22","637","214","83","40","1,664"
"2020-11-12","2,820","10,929","5","6","0","230","50","26","1,520"
"2020-11-13","2,706","10,945","5","22","319","176","50","34","1,406"
"2020-11-14","3,088","14,396","6","31","231","224","87","52","1,788"
"2020-11-15","2,994","11,936","5","24","0","207","68","63","1,694"
"2020-11-16","3,058","10,400","4","13","0","903","50","13","1,758"
"2020-11-17","3,162","10,654","4","7","0","694","49","17","1,862"
"2020-11-18","3,259","14,301","6","37","0","241","47","65","1,959"
"2020-11-19","2,927","11,576","5","1","0","367","25","0","1,627"
"2020-11-20","3,694","13,975","6","1","0","499","59","17","2,394"
"2020-11-21","3,382","12,443","5","1","5","387","93","18","2,082"
"2020-11-22","3,137","12,200","5","51","500","232","60","66","1,837"
"2020-11-23","3,319","19,010","8","206","468","285","65","70","2,019"
"2020-11-24","2,694","12,093","5","0","579","246","40","28","1,394"
"2020-11-25","2,425","11,300","5","0","305","286","0","0","1,125"
"2020-11-26","3,311","15,553","7","118","58","239","46","90","2,011"
"2020-11-27","2,854","10,704","4","0","92","329","21","2","1,554"
"2020-11-28","3,454","13,712","6","2","0","419","84","16","2,154"
"2020-11-29","2,975","12,888","5","61","28","165","35","84","1,675"
"2020-11-30","3,134","11,129","5","6","0","518","58","17","1,834"
"2020-12-01","3,289","10,864","4","2","0","1,174","59","1","1,989"
"2020-12-02","3,594","16,529","7","6","401","371","102","43","2,294"
"2020-12-03","3,603","15,023","6","64","0","224","143","100","2,303"
"2020-12-04","2,841","10,142","4","2","22","289","31","16","1,541"
"2020-12-05","1,640","161","0","1","1,428","12","0","0","340"
"2020-12-06","1,613","0","0","1","1,440","0","0","0","313"
"2020-12-07","1,613","0","0","51","1,440","0","0","0","313"
"2020-12-08","1,613","0","0","0","1,440","0","0","0","313"
"2020-12-09","1,613","0","0","1","1,440","0","0","0","313"
"2020-12-10","1,928","10,946","5","3","1,400","0","0","40","628"
"2020-12-11","1,613","0","0","1","1,440","0","0","0","313"
"2020-12-12","1,613","0","0","5","1,440","0","0","0","313"
"2020-12-13","1,613","0","0","55","1,440","0","0","0","313"
"2020-12-14","2,889","10,038","4","5","1,020","229","47","30","1,589"
"2020-12-15","4,117","19,729","9","39","381","312","138","87","2,817"
"2020-12-16","3,200","12,711","5","1","573","326","56","28","1,900"
"2020-12-17","3,647","16,555","7","3","408","368","142","33","2,347"
"2020-12-18","3,488","14,769","6","1","447","353","116","27","2,188"
"2020-12-19","3,091","14,944","6","4","6","217","40","78","1,791"
"2020-12-20","3,248","12,733","5","1","0","338","80","32","1,948"
"2020-12-21","3,628","16,073","7","29","374","312","53","59","2,328"
"2020-12-22","3,675","17,662","8","61","0","270","107","70","2,375"
"2020-12-23","3,639","16,303","7","29","0","247","60","96","2,339"
"2020-12-24","2,655","10,914","4","65","68","154","45","36","1,355"
"2020-12-25","2,588","11,160","5","7","178","209","14","24","1,288"
"2020-12-26","2,897","12,437","5","93","524","146","71","65","1,597"
"2020-12-27","3,875","16,567","7","0","355","441","144","17","2,575"
"2020-12-28","3,074","13,129","6","4","565","332","56","17","1,774"
"2020-12-29","3,443","14,532","6","1","67","392","97","18","2,143"
"2020-12-30","3,297","10,293","4","53","0","180","145","68","1,997"
"2020-12-31","2,640","12,817","5","1","137","215","35","37","1,340"
"2021-01-01","2,162","5,100","2","0","313","128","32","9","862"
"2021-01-02","2,485","8,169","3","0","0","165","73","16","1,185"
"2021-01-03","2,156","4,554","2","1","60","132","29","8","856"
"2021-01-04","2,270","6,669","3","0","67","139","26","25","970"
"2021-01-05","2,629","11,494","5","2","7","142","9","76","1,329"
"2021-01-06","2,671","10,498","4","0","0","141","64","54","1,371"
"2021-01-07","2,137","4,274","1","1","719","142","3","6","837"
"2021-01-08","2,603","7,079","3","0","659","200","47","14","1,303"
"2021-01-09","2,508","7,281","3","19","695","143","37","35","1,208"
"2021-01-10","2,574","7,567","3","5","731","182","31","22","1,274"
"2021-01-11","3,072","11,260","5","8","145","296","56","41","1,772"
"2021-01-12","2,977","14,208","6","27","0","152","53","87","1,677"
"2021-01-13","3,997","15,286","6","0","0","275","270","44","2,697"
"2021-01-14","2,944","13,909","6","39","0","207","37","73","1,644"
"2021-01-15","3,922","21,082","9","60","0","348","132","79","2,622"
"2021-01-16","4,026","15,553","7","1","363","314","229","54","2,726"
"2021-01-17","3,585","16,563","8","1","0","255","125","86","2,285"
"2021-01-18","2,848","11,502","5","3","45","195","72","39","1,548"
"2021-01-19","3,010","11,238","5","56","44","188","56","72","1,710"
"2021-01-20","3,006","14,777","6","102","0","176","39","89","1,706"
"2021-01-21","3,590","17,142","7","238","34","292","48","105","2,290"
"2021-01-22","2,985","10,197","4","120","53","202","59","50","1,685"
"2021-01-23","3,098","15,431","7","60","0","208","46","92","1,798"
"2021-01-24","2,688","10,362","5","0","67","236","12","33","1,388"
"2021-01-25","2,900","12,787","6","0","30","194","25","62","1,600"
"2021-01-26","2,710","10,386","5","16","43","187","45","29","1,410"
"2021-01-27","2,836","11,054","5","20","15","165","37","64","1,536"
"2021-01-28","3,995","17,775","8","67","0","291","143","84","2,695"
"2021-01-29","3,886","16,231","7","12","237","312","146","86","2,586"
"2021-01-30","4,483","19,421","8","6","341","326","218","133","3,183"
"2021-01-31","4,187","15,032","6","3","300","255","220","113","2,887"
"2021-02-01","3,442","15,076","6","117","0","277","59","83","2,142"
"2021-02-02","3,360","12,920","5","2","0","369","75","28","2,060"
"2021-02-03","2,912","11,101","5","3","27","296","35","32","1,612"
"2021-02-04","3,410","16,928","7","7","0","243","111","84","2,110"
"2021-02-05","3,236","10,657","4","5","0","372","55","23","1,936"
"2021-02-06","3,910","17,156","8","4","404","288","158","79","2,610"
"2021-02-07","3,981","17,828","8","139","0","217","154","127","2,681"
"2021-02-08","3,210","14,624","7","8","4","262","71","66","1,910"
"2021-02-09","3,981","14,697","6","32","116","333","161","67","2,681"
"2021-02-10","3,645","14,871","7","0","0","192","148","95","2,345"
"2021-02-11","3,595","16,158","8","10","40","229","62","122","2,295"
"2021-02-12","3,109","16,024","8","17","18","225","64","64","1,809"
"2021-02-13","3,449","12,992","5","10","0","268","92","90","2,149"
"2021-02-14","3,600","17,691","8","4","0","263","132","89","2,300"
"2021-02-15","3,393","12,538","5","6","0","341","112","28","2,093"
"2021-02-16","3,315","13,292","6","19","49","267","91","61","2,015"
"2021-02-17","3,092","11,357","5","2","100","306","103","9","1,792"
"2021-02-18","2,960","10,734","4","1","104","352","18","24","1,660"
"2021-02-19","3,858","13,243","6","24","0","283","217","57","2,558"
"2021-02-20","3,049","14,529","6","133","135","206","80","55","1,749"
"2021-02-21","3,341","16,315","7","40","520","202","89","94","2,041"
"2021-02-22","1,589","145","0","15","1,077","10","0","0","289"
"2021-02-23","1,570","0","0","2","1,440","0","0","0","270"
"2021-02-24","1,570","0","0","61","1,440","0","0","0","270"
"2021-02-25","1,570","0","0","18","1,440","0","0","0","270"
"2021-02-26","2,908","9,065","4","2","1,049","223","114","19","1,608"
"2021-02-27","3,781","17,854","8","8","437","291","166","74","2,481"
"2021-02-28","3,428","20,846","9","169","578","248","89","92","2,128"
"2021-03-01","2,898","12,949","6","3","555","187","67","63","1,598"
"2021-03-02","3,589","13,852","6","41","499","260","195","48","2,289"
"2021-03-03","3,829","25,275","11","50","0","302","144","115","2,529"
"2021-03-04","3,282","17,543","8","7","0","217","149","62","1,982"
"2021-03-05","3,032","12,895","6","8","198","301","29","36","1,732"
"2021-03-06","3,515","13,527","6","3","47","366","138","25","2,215"
"2021-03-07","3,532","17,659","9","29","0","246","129","76","2,232"
"2021-03-08","3,107","11,108","5","16","0","236","50","70","1,807"
"2021-03-09","3,484","13,094","5","12","0","394","109","30","2,184"
"2021-03-10","3,193","15,441","7","7","176","242","57","77","1,893"
"2021-03-11","3,276","11,634","5","8","617","288","104","49","1,976"
"2021-03-12","3,162","14,865","7","8","563","268","72","64","1,862"
"2021-03-13","4,009","17,781","8","7","328","452","126","68","2,709"
"2021-03-14","3,518","16,947","7","3","450","324","130","52","2,218"
"2021-03-15","3,432","16,888","8","7","0","241","122","63","2,132"
"2021-03-16","3,687","18,386","9","3","146","359","98","69","2,387"
"2021-03-17","3,675","21,699","10","207","9","220","88","134","2,375"
"2021-03-18","3,793","15,726","7","14","13","326","179","54","2,493"
"2021-03-19","3,523","15,062","7","1","0","257","106","82","2,223"
